id,authors,year_of_publication,title,abbreviation,journal_name,journal_volume,journal_issue,pages,created_at,updated_at      
145,"Louche L.M.M., Luro F., Gaydou E.M., Lesage J.C.",2000,Phlorin screening in various citrus species and varieties,LOUCHE 2000,Journal of Agricultural and Food Chemistry,48,10,4728-4733,2015-04-13 21:45:23 UTC,2015-04-14 13:47:54 UTC      
882,"Lu L.J.W., Broemeling L.D., Marshall M.V., Ramanujam V.M.S.",1995,A Simplified Method to Quantify Isoflavones in Commercial Soybean Diets and Human Urine after Legume Consumption,LU 1995,Cancer Epidemiology Biomarkers & Prevention,4,5,497-503,2009-10-06 09:39:13 UTC,2015-04-14 13:47:54 UTC      
374,"Lugasi A., Almeida D.P.F., Dworschak E.",1999,Chlorogenic acid content and antioxidant properties of potato tubers as related to nitrogen fertilisation,LUGASI 1999,Acta Alimentaria,28,2,183-195,2015-04-13 21:45:25 UTC,2015-04-13 21:45:25 UTC      
453,"Lugasi A., Hovari J.",2000,Flavonoid aglycons in foods of plant origin I. Vegetables,LUGASI 2000,Acta Alimentaria,29,4,345-352,2015-04-13 21:45:25 UTC,2015-04-13 21:45:25 UTC      
123,"Lugasi A., Hovari J.",2002,Flavonoid aglycons in foods of plant origin. II. Fresh and dried fruits,LUGASI 2002,Acta Alimentaria,31,1,63-71,2004-04-05 13:53:00 UTC,2015-04-13 21:45:23 UTC      
263,"Lugasi A., Hovari J.",2003,Antioxidant properties of commercial alcoholic and nonalcoholic beverages,LUGASI 2003_01,Nahrung,47,2,79-86,2005-05-08 11:39:23 UTC,2015-04-14 13:47:55 UTC      
541,Lugasi A.,2003,Polyphenol contents and antioxidant properties of beer,LUGASI 2003_02,Acta Alimentaria,32,2,181-192,2015-04-13 21:45:26 UTC,2015-04-14 13:47:56 UTC      
754,"Luis J.C., Johnson C.B.",2005,Seasonal variations of rosmarinic and carnosic acids in rosemary extracts. Analysis of their in vitro antiradical activity,LUIS 2005,Spanish Journal of Agricultural Research,3,1,106-112,2015-04-13 21:45:27 UTC,2015-04-13 21:45:27 UTC      
631,"Lune F., Crouzillat D., Cirou L., Bucheli P.",2002,Chemical composition and flavor of Ecuadorian cocoa liquor,LUNA 2002,Journal of Agricultural and Food Chemistry,50,,3527-3532,2007-08-08 11:31:57 UTC,2015-04-14 13:47:56 UTC      
524,"Luthria D.L., Mukhopadhyay S.",2006,Influence of sample preparation on assay of phenolic acids from eggplant,LUTHRIA 2006_01,Journal of Agricultural and Food Chemistry,54,1,41-47,2015-04-13 21:45:26 UTC,2015-04-14 13:47:57 UTC      
555,"Luthria D.L., Pastor-Corrales M.A.",2006,Phenolic acids content of fifteen dry edible bean (Phaseolus vulgaris L.) varieties,LUTHRIA 2006_02,Journal of Food Composition and Analysis,19,02-Mar,205-211,2015-04-13 21:45:26 UTC,2015-04-13 21:45:26 UTC      
697,"Luthria D.L., Mukhopadhyay S., Kwansa A.L.",2006,A systematic approach for extraction of phenolic compounds using parsley (Petroselinum crispum) flakes as a model substrate,LUTHRIA 2006_03,Journal of the Science of Food and Agriculture,86,9,1350-1358,2015-04-13 21:45:27 UTC,2015-04-13 21:45:27 UTC      
1247,"Lutz M., Henriquez C., Escobar M.",2011,"Chemical composition and antioxidant properties of mature and baby artichokes (Cynara scolymus L.), raw and cooked",LUTZ 2011,Journal of Food Composition and Analysis,24,1,49-54,2012-12-01 22:21:08 UTC,2015-04-13 21:45:31 UTC      
343,"Luximon-Ramma A., Bahorun T., Crozier A.",2003,Antioxidant actions and phenolic and vitamin C contents of common Mauritian exotic fruits,LUXIMON-RAMMA 2003,Journal of the Science of Food and Agriculture,83,5,496-502,2015-04-13 21:45:25 UTC,2015-04-13 21:45:25 UTC      
338,"Luximon-Ramma A., Bahorun T., Crozier A., Zbarsky V., Datla K.P., Dexter D.T., Aruoma O.I.",2005,Characterization of the antioxidant functions of flavonoids and proanthocyanidins in Mauritian black teas,LUXIMON-RAMMA 2005,Food Research International,38,4,357-367,2015-04-13 21:45:25 UTC,2015-04-13 21:45:25 UTC      
216,"Lyons M.M., Chongwoo Y., Toma R.B., Sool Yeon C., Reiboldt W., Lee J., Breemen R.B.v.",2003,Resveratrol in raw and baked blueberries and bilberries,LYONS 2003,Journal of Agricultural and Food Chemistry,51,20,5867-5870,2015-04-13 21:45:24 UTC,2015-04-14 13:47:59 UTC      
985,"Ma Y., Li P., Chen D., Fang T., Li H., Su W.",2006,LC/MS/MS quantitation assay for pharmacokinetics of naringenin and double peaks phenomenon in rats plasma,MA 2006,Int J Pharm,307,2,292-9,2015-04-13 21:45:29 UTC,2015-04-14 13:47:59 UTC      
207,"Maatta K.R., Kamal-Eldin A., Torronen A.R.",2003,High-performance liquid chromatography (HPLC) analysis of phenolic compounds in berries with diode array and electrospray ionization mass spectrometric (MS) detection: Ribes species,MAATTA 2003,Journal of Agricultural and Food Chemistry,51,23,6736-6744,2015-04-13 21:45:24 UTC,2015-04-14 13:48:00 UTC      
208,"Maatta-Riihinen K.R., Kamal-Eldin A., Torronen A.R.",2004,Identification and quantification of phenolic compounds in berries of Fragaria and Rubus species (family Rosaceae),MAATTA-RIIHINEN 2004,Journal of Agricultural and Food Chemistry,52,20,6178-6187,2015-04-13 21:45:24 UTC,2015-04-14 13:48:00 UTC      
849,"Machado Rocha Ribeiro S., Humberto de Queiroz J., Lopes Ribeiro de Queiroz M.E., Milagres Campos F., Pinheiro Sant'Ana H.M.",2007,Antioxidant in mango (Mangifera indica L.) pulp,MACHADO ROCHA RIBEIRO 2007,Plant Foods for Human Nutrition,62,1,13-17,2015-04-13 21:45:28 UTC,2015-04-14 13:48:00 UTC      
556,"Macz-Pop G.A., Rivas-Gonzalo J.C., Perez-Alonso J.J., Gonzalez-Paramas A.M.",2006,Natural occurrence of free anthocyanin aglycones in beans (Phaseolus vulgaris L.),MACZ-POP 2006,Food Chemistry,94,3,448-456,2015-04-13 21:45:26 UTC,2015-04-13 21:45:26 UTC      
562,"Madhujith T., Naczk M., Shahidi F.",2004,Antioxidant activity of common beans (Phaseolus vulgaris L.),MADHUJITH 2004,Journal of Food Lipids,11,3,220-223,2015-04-13 21:45:26 UTC,2015-04-13 21:45:26 UTC      
476,"Madigan D., McMurrough I.",1994,Determination of proanthocyanidins and catechins in beer and barley by high-performance liquid chromatography with dual-electrode electrochemical detection,MADIGAN 1994_01,Analyst,119,,863-868,2015-04-13 21:45:26 UTC,2015-04-14 13:48:01 UTC      
543,"Madigan D., McMurrough I., Smyth M.R.",1994,Rapid determination of 4-vinyl guaiacol and ferulic acid in beers and worts by high-performance liquid chromatography,MADIGAN 1994_02,Journal of the Society for Brewing Chemists,52,4,152-155,2015-04-13 21:45:26 UTC,2015-04-13 21:45:26 UTC      
664,"Madsen H.L., Nielsen B.R., Bertelsen G., Skibsted L.H.",1996,Screening of antioxidative activity of spices. A comparison between assays based on ESR spin trapping and electrochemical measurement of oxygen consumption,MADSEN 1996,Food Chemistry,57,2,331-337,2015-04-13 21:45:27 UTC,2015-04-13 21:45:27 UTC      
483,"Maeda T., Kakuta H., Sonoda T., Motoki S., Ueno R., Suzuki T., Oosawa K.",2005,"Antioxidation capacities of extracts from green, purple, and white asparagus spears related to polyphenol concentration",MAEDA 2005,HortScience,40,5,1221-1224,2015-04-13 21:45:26 UTC,2015-04-13 21:45:26 UTC      
592,"Maeztu L., Andueza S., Ibanez C., Paz de Pena M., Bello J., Cid C.",2001,"Multivariate methods for characterization and classification of espresso coffees from different botanical varieties and types of roast by foam, taste, and mouthfeel",MAEZTU 2001,Journal of Agricultural and Food Chemistry,49,,4743-4747,2015-04-13 21:45:26 UTC,2015-04-14 13:48:04 UTC      
437,"Maga J.A., Lorenz K.",1973,Phenolic acid composition and distribution in wheat flours and various triticale milling fractions,MAGA 1973,LWT - Food Science and Technology,7,5,273-278,2015-04-13 21:45:25 UTC,2015-04-13 21:45:25 UTC      
465,"Maillard M.-N., Soum M.-H., Boivin P., Berset C.",1996,Antioxidant activity of barley and malt: relationship with phenolic content,MAILLARD 1996,LWT - Food Science and Technology,29,,238-244,2015-04-13 21:45:25 UTC,2015-04-13 21:45:25 UTC      
79,"Makris D.P., Rossiter J.T.",2001,Domestic processing of onion bulbs (Allium cepa) and asparagus spears (Asparagus officinalis): effect on flavonol content and antioxidant status,MAKRIS 2001,Journal of Agricultural and Food Chemistry,49,7,3216-3222,2003-12-05 10:41:49 UTC,2015-04-14 13:48:05 UTC      
264,"Makris D.P., Psarra E., Kallithraka S., Kefalas P.",2003,The effect of polyphenolic composition as related to antioxidant capacity in white wines,MAKRIS 2003,Food Research International,36,8,805-814,2005-05-08 11:39:23 UTC,2015-04-13 21:45:24 UTC      
375,"Malmberg A.G., Theander O.",1984,Free and conjugated phenolic acids and aldehydes in potato tubers,MALMBERG 1984,Swedish Journal of Agricultural Research,14,3,119-125,2015-04-13 21:45:25 UTC,2015-04-13 21:45:25 UTC      
376,"Malmberg A.G., Theander O.",1985,Determination of chlorogenic acid in potato tubers,MALMBERG 1985,Journal of Agricultural and Food Chemistry,33,3,549-551,2015-04-13 21:45:25 UTC,2015-04-14 13:48:06 UTC      
737,"Manai H., Haddada F.M., Trigui A., Daoud D., Zarrouk M.",2007,Compositional quality of virgin olive oil from two new Tunisian cultivars obtained through controlled crossings,MANAI 2007,Journal of the Science of Food and Agriculture,87,,600-606,2007-12-11 15:20:18 UTC,2015-04-13 21:45:27 UTC      
110,"Mangas J.J., Rodriguez R., Suarez B., Picinelli A., Dapena E.",1999,Study of the phenolic profile of cider apple cultivars at maturity by multivariate techniques,MANGAS 1999,Journal of Agricultural and Food Chemistry,47,10,4046-52,2003-12-05 10:41:49 UTC,2015-04-14 13:48:07 UTC      
118,"Mansell R.L., McIntosh C.A., Vest S.E.",1983,An analysis of the limonin and naringin content of grapefruit juice samples collected from Florida State Test Houses,MANSELL 1983,Journal of Agricultural and Food Chemistry,31,1,156-162,2015-04-13 21:45:23 UTC,2015-04-13 21:45:23 UTC      
339,"Mansouri A., Embarek G., Kokkalou E., Kefalas P.",2005,Phenolic profile and antioxidant activity of the Algerian ripe date palm fruit (Phoenix dactylifera),MANSOURI 2005,Food Chemistry,89,3,411-420,2015-04-13 21:45:25 UTC,2015-04-13 21:45:25 UTC      
1099,"Marczylo T.H., Cooke D., Brown K., Steward W.P., Gescher A.J.",2009,Pharmacokinetics and metabolism of the putative cancer chemopreventive agent cyanidin-3-glucoside in mice,MARCZYLO 2009,Cancer Chemother Pharmacol,64,6,1261-8,2015-04-13 21:45:30 UTC,2015-04-14 13:48:08 UTC      
941,"Marier J.F., Vachon P., Gritsas A., Zhang J., Moreau J.P., Ducharme M.P.",2002,"Metabolism and disposition of resveratrol in rats: extent of absorption, glucuronidation, and enterohepatic recirculation evidenced by a linked-rat model",MARIER 2002,J Pharmacol Exp Ther,302,1,369-73,2015-04-13 21:45:29 UTC,2015-04-14 13:48:08 UTC      
133,"Marin F.R., Martinez M., Uribesalgo T., Castillo S., Frutos M.J.",2002,Changes in nutraceutical composition of lemon juices according to different industrial extraction systems,MARIN 2002,Food Chemistry,78,3,319-324,2004-11-05 14:18:19 UTC,2015-04-13 21:45:23 UTC      
538,"Marin A., Ferreres F., Tomas-Barberan F.A., Gil M.I.",2004,Characterization and quantitation of antioxidant constituents of sweet pepper (Capsicum annuum L.),MARIN 2004,Journal of Agricultural and Food Chemistry,52,12,3861-3869,2015-04-13 21:45:26 UTC,2015-04-14 13:48:09 UTC      
1013,"Marks S.C., Mullen W., Borges G., Crozier A.",2009,"Absorption, metabolism, and excretion of cider dihydrochalcones in healthy humans and subjects with an ileostomy",MARKS 2009,J Agric Food Chem,57,5,2009-15,2015-04-13 21:45:29 UTC,2015-04-14 13:48:09 UTC      
385,"Marotti M., Piccaglia R.",2002,Characterization of flavonoids in different cultivars of onion (Allium cepa L.),MAROTTI 2002,Journal of Food Science,67,3,1229-1232,2015-04-13 21:45:25 UTC,2015-04-14 13:48:10 UTC      
689,"Marsilio V., D'Andria R., Lanza B., Russi F., Iannucci E., Lavini A., Morelli G.",2006,"Effect of irrigation and lactic acid bacteria inoculants on the phenolic fraction, fermentation and sensory characteristics of olive (Olea europaea L. cv. Ascolana tenera) fruits",MARSILIO 2006,Journal of the Science of Food and Agriculture,86,,1005-1013,2015-04-13 21:45:27 UTC,2015-04-13 21:45:27 UTC      
557,"Martin-Cabrejas M.A., Esteban R.M., Perez P., Maina G., Waldron K.W.",1997,Changes in physicochemical properties of dry beans (Phaseolus vulgaris L.) during long-term storage,MARTIN-CABREJAS 1997,Journal of Agricultural and Food Chemistry,45,8,3223-3227,2015-04-13 21:45:26 UTC,2015-04-13 21:45:26 UTC      
1277,"Martínez-Sánchez A., Luna M.C., Selma M.V., Tudela J.A., Abad J., Gil M.I.",2012,Baby-leaf and multi-leaf of green and red lettuces are suitable raw materials for the fresh-cut industry,MARTINEZ-SANCHEZ 2012,Postharvest Biology and Technology,63,1,01-Oct,2015-04-13 21:45:31 UTC,2015-04-13 21:45:31 UTC      
397,"Martinez-Valverde I., Periago M.J., Provan G., Chesson A.",2002,"Phenolic compounds, lycopene and antioxidant activity in commercial varieties of tomato (Lycopersicum esculentum)",MARTINEZ-VALVERDE 2002,Journal of the Science of Food and Agriculture,82,3,323-330,2015-04-13 21:45:25 UTC,2015-04-13 21:45:25 UTC      
488,Marwaha R.S.,1988,Nutritional composition of commonly cultivated potato varieties,MARWAHA 1988,Indian Journal of Nutrition and Dietetics,25,1,26-32,2015-04-13 21:45:26 UTC,2015-04-13 21:45:26 UTC      
1287,"Massaretto I.L., Madureira Alves M.F., Mussi de Mira N.V., Carmona A.K., Lanfer Marquez U.M.",2011,Phenolic compounds in raw and cooked rice (Oryza sativa L.) and their inhibitory effect on the activity of angiotensin I-converting enzyme,MASSARETTO 2011,Journal of Cereal Science,54,2,236-240,2015-04-13 21:45:31 UTC,2015-04-13 21:45:31 UTC      
1051,"Mata-Bilbao M.L., Andres-Lacueva C., Roura E., Jauregui O., Torre C., Lamuela-Raventos R.M.",2007,A new LC/MS/MS rapid and sensitive method for the determination of green tea catechins and their metabolites in biological samples,MATA-BILBAO 2007_01,J Agric Food Chem,55,22,8857-63,2015-04-13 21:45:29 UTC,2015-04-13 21:45:29 UTC      
986,"Mata-Bilbao Mde L., Andres-Lacueva C., Roura E., Jauregui O., Escribano E., Torre C., Lamuela-Raventos R.M.",2007,Absorption and pharmacokinetics of grapefruit flavanones in beagles,MATA-BILBAO 2007_02,Br J Nutr,98,1,86-92,2015-04-13 21:45:29 UTC,2015-04-14 13:48:13 UTC      
1050,"Mata-Bilbao M.L., Andres-Lacueva C., Roura E., Jauregui O., Escribano E., Torre C., Lamuela-Raventos R.M.",2008,Absorption and pharmacokinetics of green tea catechins in beagles,MATA-BILBAO 2008,Br J Nutr,100,3,496-502,2015-04-13 21:45:29 UTC,2015-04-14 13:48:13 UTC      
923,"Mateos R., Goya L., Bravo L.",2005,"Metabolism of the olive oil phenols hydroxytyrosol, tyrosol, and hydroxytyrosyl acetate by human hepatoma HepG2 cells",MATEOS 2005,J Agric Food Chem,53,26,9897-905,2015-04-13 21:45:28 UTC,2015-04-14 13:48:14 UTC      
537,"Materska M., Perucka I.",2005,Antioxidant activity of the main phenolic compounds isolated from hot pepper fruit (Capsicum annuum L.),MATERSKA 2005,Journal of Agricultural and Food Chemistry,53,5,1750-1756,2015-04-13 21:45:26 UTC,2015-04-14 13:48:14 UTC      
348,"Mateus N., Silva A.M.S., Vercauteren J., Freitas V.d.",2001,Occurrence of anthocyanin-derived pigments in red wines,MATEUS 2001,Journal of Agricultural and Food Chemistry,49,10,4836-4840,2015-04-13 21:45:25 UTC,2015-04-14 13:48:14 UTC      
729,"Matos L.C., Pereira J.A., Andrade P.B., Seabra R.M., Oliveira M.B.P.P.",2007,Evaluation of a numerical method to predict the polyphenols content in monovarietal olive oils,MATOS 2007,Food Chemistry,102,,976-983,2007-08-11 16:20:09 UTC,2015-04-13 21:45:27 UTC      
1028,"Matsui Y., Nakamura S., Kondou N., Takasu Y., Ochiai R., Masukawa Y.",2007,Liquid chromatography-electrospray ionization-tandem mass spectrometry for simultaneous analysis of chlorogenic acids and their metabolites in human plasma,MATSUI 2007,J Chromatogr B Analyt Technol Biomed Life Sci,858,01-Feb,96-105,2015-04-13 21:45:29 UTC,2015-04-14 13:48:15 UTC      
987,"Matsumoto H., Ikoma Y., Sugiura M., Yano M., Hasegawa Y.",2004,Identification and quantification of the conjugated metabolites derived from orally administered hesperidin in rat plasma,MATSUMOTO 2004,J Agric Food Chem,52,21,6653-9,2015-04-13 21:45:29 UTC,2015-04-14 13:48:15 UTC      
1116,"Matsumoto H., Nakamura Y., Iida H., Ito K., Ohguro H.",2006,Comparative assessment of distribution of blackcurrant anthocyanins in rabbit and rat ocular tissues,MATSUMOTO 2006_01,Exp Eye Res,83,2,348-56,2011-04-05 12:13:37 UTC,2015-04-14 13:48:16 UTC      
1095,"Matsumoto H., Ichiyanagi T., Iida H., Ito K., Tsuda T., Hirayama M., Konishi T.",2006,Ingested delphinidin-3-rutinoside is primarily excreted to urine as the intact form and to bile as the methylated form in rats,MATSUMOTO 2006_02,J Agric Food Chem,54,2,578-82,2015-04-13 21:45:30 UTC,2015-04-14 13:48:16 UTC      
11,"Mattila, P. Astola, J. Kumpulainen, J.",2000,Determination of flavonoids in plant material by HPLC with diode-array and electro-array detections,MATTILA 2000,Journal of Agricultural and Food Chemistry,48,12,5834-41.,2002-07-08 00:00:00 UTC,2015-04-14 13:48:16 UTC    
159,"Mattila P., Kumpulainen J.",2002,Determination of free and total phenolic acids in plant-derived foods by HPLC with diode-array detection,MATTILA 2002,Journal of Agricultural and Food Chemistry,50,13,3660-3667,2007-11-05 00:00:00 UTC,2015-04-14 13:48:17 UTC      
365,"Mattila P., Pihlava J.-M., Hellstrom J.",2005,"Contents of phenolic acids, alkyl- and alkenylresorcinols, and avenanthramides in commercial grain products",MATTILA 2005,Journal of Agricultural and Food Chemistry,53,,8290-8295,2006-10-05 09:55:45 UTC,2015-04-14 13:48:17 UTC      
596,"Mattila P., Hellstrom J., Torronen R.",2006,"Phenolic acids in berries, fruits, and beverages",MATTILA 2006,Journal of Agricultural and Food Chemistry,54,,7193-7199,2007-11-05 10:56:08 UTC,2015-04-14 13:48:17 UTC      
1193,"Mattila P., Hellstrom J.",2007,"Phenolic acids in potatoes , vegetables , and some of their products",MATTILA 2007,Journal of Food Composition and Analysis,20,,152-160,2015-04-13 21:45:30 UTC,2015-04-14 13:48:18 UTC      
1136,"Maul R., Kulling S.E.",2010,Absorption of red clover isoflavones in human subjects: results from a pilot study,MAUL 2010,Br J Nutr,103,11,1569-72,2011-04-06 23:30:39 UTC,2015-04-14 13:48:18 UTC      
988,"Mauri P.L., Iemoli L., Gardana C., Riso P., Simonetti P., Porrini M., Pietta P.G.",1999,Liquid chromatography/electrospray ionization mass spectrometric characterization of flavonol glycosides in tomato extracts and human plasma,MAURI 1999,Rapid Commun Mass Spectrom,13,10,924-31,2015-04-13 21:45:29 UTC,2015-04-14 13:48:18 UTC      
459,"Mazur W., Fotsis T., Wahala K., Ojala S., Salakka A., Adlercreutz H.",1996,"Isotope Dilution Gas Chromatographic-Mass Spectrometric Method for the Determination of Isoflavonoids, Coumestrol, and Lignans in Food Samples",MAZUR 1996,Analytical Biochemistry,233,2,169-180,2015-04-13 21:45:25 UTC,2015-04-14 13:48:19 UTC      
49,"Mazur, W.M.  Wahala, K.  Rasku, S.  Salakka, A.  Hase, T.  Adlercreutz, H.",1998,Lignan and isoflavonoid concentrations in tea and coffee,MAZUR 1998,British Journal of Nutrition,79,,37-45,2015-04-13 21:45:23 UTC,2015-04-14 13:48:19 UTC 
1248,"Mazzeo T., N'Dri D., Chiavaro E., Visconti A., Fogliano V., Pellegrini N.",2011,"Effect of two cooking procedures on phytochemical compounds, total antioxidant capacity and colour of selected frozen vegetables",MAZZEO 2011,Food Chemistry,128,3,627-633,2012-12-01 22:21:08 UTC,2015-04-13 21:45:31 UTC      
70,"McDonald M.S., Hughes M., Burns J., Lean M.E., Matthews D., Crozier A.",1998,Survey of the Free and Conjugated Myricetin and Quercetin Content of Red Wines of Different Geographical Origins,MCDONALD 1998,Journal of Agricultural and Food Chemistry,46,2,368-375,2003-12-05 10:41:49 UTC,2015-04-14 13:48:20 UTC      
684,"McDonald S., Prenzler P.D., Antolovich M., Robards K.",2001,Phenolic content and antioxidant activity of olive extracts,MCDONALD 2001,Food Chemistry,73,,73-84,2015-04-13 21:45:27 UTC,2015-04-14 13:48:21 UTC      
1180,"McDougall G.J., Dobson P., Jordan-Mahy N.",2010,Effect of different cooking regimes on rhubarb polyphenols,MCDOUGALL 2010,Food Chemistry,119,2,758-764,2015-04-13 21:45:30 UTC,2015-04-13 21:45:30 UTC      
1092,"McGhie T.K., Ainge G.D., Barnett L.E., Cooney J.M., Jensen D.J.",2003,Anthocyanin glycosides from berry fruit are absorbed and excreted unmetabolized by both humans and rats,MCGHIE 2003,J Agric Food Chem,51,16,4539-48,2015-04-13 21:45:30 UTC,2015-04-14 13:48:22 UTC      
578,"McMurrough I., Hennigan G.P., Loughrey M.J.",1983,"Contents of simple, polymeric and complexed flavanols in worts and beers and their relationship to haze formation",MCMURROUGH 1983,Journal of the Institute of Brewing,89,,15-23,2007-05-04 11:34:05 UTC,2015-04-13 21:45:26 UTC      
572,"McMurrough I., Roche G.G., Cleary K.G.",1984,Phenolic acids in beers and worts,MCMURROUGH 1984_01,Journal of the Institute of Brewing,90,,181-187,2007-03-04 09:39:48 UTC,2015-04-14 13:48:23 UTC      
475,"McMurrough I., Baert T.",1994,Identification of proanthocyanidins in beer and their direct measurement with a dual electrode electrochemical detector,MCMURROUGH 1994_02,Journal of the Institute of Brewing,100,,409-416,2015-04-13 21:45:26 UTC,2015-04-13 21:45:26 UTC      
463,"McMurrough I., Madigan D.",1996,Semipreparative chromatographic procedure for the isolation of dimeric and trimeric proanthocyanidins from barley,MCMURROUGH 1996_01,Journal of Agricultural and Food Chemistry,44,,1731-1735,2015-04-13 21:45:25 UTC,2015-04-13 21:45:25 UTC      
546,"McMurrough I., Madigan D., Kelly R.J., Smyth M.R.",1996,The role of flavanoid polyphenols in beer stability,MCMURROUGH 1996_02,Journal of the American Society of Brewing Chemists,54,3,141-148,2015-04-13 21:45:26 UTC,2015-04-13 21:45:26 UTC      
307,"McMurtrey K.D., Minn J., Pobanz K., Schultz T.P.",1994,Analysis of wines for resveratrol using direct injection high-pressure liquid chromatography with electrochemical detection,MCMURTREY 1994,Journal of Agricultural and Food Chemistry,42,10,2077-2080,2005-04-10 14:23:52 UTC,2015-04-13 21:45:24 UTC      
83,"McRae K.B., Lidster P.D., DeMarco A.C., Dick A.J.",1990,Comparison of the polyphenol profiles of apple fruit cultivars by correspondance analysis,MCRAE 1990,Journal of the Science of Food and Agriculture,50,,329-342,2003-12-05 10:41:49 UTC,2015-04-13 21:45:23 UTC      
750,"Medina E., De Castro A., Romero C., Brenes M.",2006,Comparison of the concentrations of phenolic compounds in olive oils and other plant oils: correlation with antimicrobial activity,MEDINA 2006,Journal of Agricultural and Food Chemistry,54,,4954-4961,2015-04-13 21:45:27 UTC,2015-04-14 13:48:25 UTC      
283,"Melzoch K., Filip V., Buckiova D., Hanzlikova I., Smrdrkal J.",2000,Resveratrol - occurrence in wine originating from Czech vineyard regions and effect on human health,MELZOCH 2000,Czech Journal of Food Science,18,1,35-40,2015-04-13 21:45:24 UTC,2015-04-13 21:45:24 UTC      
1059,"Meng X., Lee M.J., Li C., Sheng S., Zhu N., Sang S., Ho C.T., Yang C.S.",2001,Formation and identification of 4'-O-methyl-(-)-epigallocatechin in humans,MENG 2001,Drug Metab Dispos,29,6,789-93,2015-04-13 21:45:29 UTC,2015-04-14 13:48:26 UTC      
1068,"Meng X., Sang S., Zhu N., Lu H., Sheng S., Lee M.J., Ho C.T., Yang C.S.",2002,"Identification and characterization of methylated and ring-fission metabolites of tea catechins formed in humans, mice, and rats",MENG 2002,Chem Res Toxicol,15,8,1042-50,2015-04-13 21:45:29 UTC,2015-04-14 13:48:26 UTC      
943,"Meng X., Maliakal P., Lu H., Lee M.J., Yang C.S.",2004,"Urinary and plasma levels of resveratrol and quercetin in humans, mice, and rats after ingestion of pure compounds and grape juice",MENG 2004,J Agric Food Chem,52,4,935-42,2015-04-13 21:45:29 UTC,2015-04-14 13:48:27 UTC      
1249,"Menga V., Fares C., Troccoli A., Cattivelli L., Baiano A.",2010,"Effects of genotype, location and baking on the phenolic content and some antioxidant properties of cereal species",MENGA 2010,International Journal of Food Science and Technology,45,1,Jul-16,2012-12-01 22:21:08 UTC,2015-04-13 21:45:31 UTC      
960,"Mennen L.I., Sapinho D., Ito H., Bertrais S., Galan P., Hercberg S., Scalbert A.",2006,Urinary flavonoids and phenolic acids as biomarkers of intake for polyphenol-rich foods,MENNEN 2006,Br J Nutr,96,1,191-8,2015-04-13 21:45:29 UTC,2015-04-14 13:48:27 UTC      
961,"Mennen L.I., Sapinho D., Ito H., Galan P., Hercberg S., Scalbert A.",2008,Urinary excretion of 13 dietary flavonoids and phenolic acids in free-living healthy subjects - variability and possible use as biomarkers of polyphenol intake,MENNEN 2008,Eur J Clin Nutr,62,4,519-25,2015-04-13 21:45:29 UTC,2015-04-14 13:48:28 UTC      
913,"Mertens-Talcott S.U., Jilma-Stohlawetz P., Rios J., Hingorani L., Derendorf H.",2006,"Absorption, metabolism, and antioxidant effects of pomegranate (Punica granatum l.) polyphenols after ingestion of a standardized extract in healthy human volunteers",MERTENS-TALCOTT 2006,J Agric Food Chem,54,23,8956-8961,2015-04-13 21:45:28 UTC,2015-04-14 13:48:28 UTC      
76,"Miean K.H., Mohamed S.",2001,"Flavonoid (myricetin, quercetin, kaempferol, luteolin, and apigenin) content of edible tropical plants",MIEAN 2001,Journal of Agricultural and Food Chemistry,49,6,3106-12,2003-12-05 10:41:49 UTC,2015-04-14 13:48:28 UTC      
1196,"Miglio C., Chiavaro E., Visonti A. Fogliano V., Pellegrini N.",2008,Effects of different cooking methods on nutritional and physicochemical characteristics of selected vegetables,MIGLIO 2008,Journal of Agricultural and Food Chemistry,56,,139-147,2015-04-13 21:45:30 UTC,2015-04-14 13:48:29 UTC      
226,"Mikkonen T.P., Maatta K.R., Hukkanen A.T., Kokko H.I., Torronen A.R., Karenlampi S.O., Karjalainen R.O.",2001,Flavonol content varies among black currant cultivars,MIKKONEN 2001,Journal of Agricultural and Food Chemistry,49,7,3274-3277,2015-04-13 21:45:24 UTC,2015-04-14 13:48:29 UTC      
1091,"Milbury P.E., Cao G., Prior R.L., Blumberg J.",2002,Bioavailablility of elderberry anthocyanins,MILBURY 2002,Mech Ageing Dev,123,8,997-1006,2015-04-13 21:45:30 UTC,2015-04-14 13:48:29 UTC      
652,"Milbury P.E., Chen C.Y., Dolnikowski G.G., Blumberg J.B.",2006,Determination of flavonoids and phenolics and their distribution in almonds,MILBURY 2006,Journal of Agricultural and Food Chemistry,54,14,5027-5033,2007-02-10 09:11:08 UTC,2015-04-14 13:48:30 UTC      
751,"Milder I.E.J., Arts I.C.W., Van de Putte B., Venema D.P., Hollman P.C.H.",2005,"Lignan contents of Dutch plant foods: a database including lariciresinol, pinoresinol, secoisolariciresinol and matairesinol",MILDER 2005,British Journal of Nutrition,93,,393-402,2015-04-13 21:45:27 UTC,2015-04-14 13:48:30 UTC      
