id,authors,year_of_publication,title,abbreviation,journal_name,journal_volume,journal_issue,pages,created_at,updated_at      ,abstract
982,"Krogholm K.S., Bredsdorff L., Knuthsen P., Haraldsdottir J., Rasmussen S.E.",2010,"Relative bioavailability of the flavonoids quercetin, hesperetin and naringenin given simultaneously through diet",KROGHOLM 2010,Eur J Clin Nutr,64,4,432-5,2015-04-13 21:45:29 UTC,2015-04-14 13:44:20 UTC      ,
1245,"Kruger E., Dietrich H., Schopplein E., Rasim S., Kurbel P.",2011,"Cultivar, storage conditions and ripening effects on physical and chemical qualities of red raspberry fruit",KRUGER 2011,Postharvest Biology and Technology,60,1,31-37,2012-12-01 22:21:08 UTC,2015-04-13 21:45:31 UTC      ,
1285,"Krupa T., Latocha P., Liwi?ska A.",2011,"Changes of physicochemical quality, phenolics and vitamin C content in hardy kiwifruit (Actinidia arguta and its hybrid) during storage",KRUPA 2011,Scientia Horticulturae,130,2,410-417,2015-04-13 21:45:31 UTC,2015-04-13 21:45:31 UTC      ,
1304,"Kuhnle G.G.C., Dell'Aquila C., Aspinall S.M., Low Y.-L., Kussmaul M., Bingham S.A.",2007,Extraction and quantification of phytoestrogens in foods using automated solid-phase extraction and LC/MS/MS,KUHNLE 2007,Analytical Chemistry,79,23,9234-9239,2014-09-10 00:00:00 UTC,2015-04-14 13:44:21 UTC      ,"1. Anal Chem. 2007 Dec 1;79(23):9234-9. doi: 10.1021/ac701732r. Epub 2007 Nov 2.

Extraction and quantification of phytoestrogens in foods using automated 
solid-phase extraction and LC/MS/MS.

Kuhnle GG(1), Dell'aquila C, Low YL, Kussmaul M, Bingham SA.

Author information:
(1)MRC Dunn Human Nutrition Unit, Wellcome Trust/MRC Building, Hills Road, 
Cambridge CB2 0XY, UK.

Phytoestrogens are a group of polyphenolic plant metabolites that can induce 
biological responses. Their bioactivity is based on their similarity to 
17beta-estradiol and their ability to bind to the beta-estrogen receptor. 
Although epidemiological data are inconclusive, phytoestrogens are considered to 
be beneficial for a variety of conditions, for example, hormone-related cancers 
like breast and prostate cancer. To investigate the biological effects of these 
compounds and to assess the exposure of larger cohorts or the general public, 
reliable data on the phytoestrogen content of food is necessary. Previously, 
food analysis for phytoestrogens was performed using either HPLC-UV or GC/MS. 
Here, we describe the development of the first generic method for the analysis 
of phytoestrogens in food, using automated solid-phase extraction and liquid 
chromatography-tandem mass spectrometry. The presented method shows a good 
reproducibility and can be easily adapted to other phytoestrogens if required.

DOI: 10.1021/ac701732r
PMID: 17975893 [Indexed for MEDLINE]"
1302,"Kuhnle G.G.C., Dell'Aquila C., Aspinall S.M., Runswick S.A., Mulligan A.A., Bingham S.A.",2008,"Phytoestrogen content of beverages, nuts, seeds, and oils",KUHNLE 2008,Journal of Agricultural and Food Chemistry,56,16,7311-7315,2014-08-10 11:33:20 UTC,2015-04-14 13:44:21 UTC      ,
896,"Kuhnle G.G.C., Dell'Aquila C., Aspinall S.M., Runswick S.A., Joosen A.M.C.P., Mulligan A.A., Bingham S.A.",2009,Phytoestrogen content of fruits and vegetables commonly consumed in the UK based on LC-MS and 13C-labelled standards,KUHNLE 2009_01,Food Chemistry,116,2,542-54,2015-04-13 21:45:28 UTC,2015-04-13 21:45:28 UTC      ,
1303,"Kuhnle G.G.C., Dell'Aquila C., Aspinall S.M., Runswick S.A., Mulligan A.A., Bingham S.A.",2009,Phytoestrogen content of cereals and cereal-based foods consumed in the UK,KUHNLE 2009_02,Nutrition and Cancer,61,3,302-309,2014-08-10 11:34:58 UTC,2015-04-14 13:44:22 UTC      ,"1. Nutr Cancer. 2009;61(3):302-9. doi: 10.1080/01635580802567141.

Phytoestrogen content of cereals and cereal-based foods consumed in the UK.

Kuhnle GG(1), Dell'aquila C, Aspinall SM, Runswick SA, Mulligan AA, Bingham SA.

Author information:
(1)MRC Dunn Human Nutrition Unit, Wellcome Trust/MRC Building, Hills Road, 
Cambridge CB2 0XY, UK. ggck2@cam.ac.uk

Dietary phytoestrogens may be involved in the occurrence of chronic diseases. 
Reliable information on the phytoestrogen content in foods is required to assess 
dietary exposure and disease risk in epidemiological studies. However, there is 
little information on isoflavone, lignan, and coumestrol content of cereals and 
cereal-based foods, leading to an underestimation of intake. This is the first 
study of phytoestrogens (isoflavones: biochanin A, daidzein, formononetin, 
genistein, glycitein; lignans: matairesinol, secoisplariciresinol; coumestrol) 
in a comprehensive selection of 101 cereals and cereal-based foods-including 
breads, breakfast cereals, biscuits, pasta and rice-consumed in the UK using a 
sensitive LCMS technique with 13C-labelled internal standards. Phytoestrogens 
were detected in all foods analyzed; bread contained the highest amount of 
phytoestrogens-many as isoflavones-with an average content of 375 +/- 67 
microg/100 g wet weight (excluding soya-linseed bread with 12,000 microg/100 g). 
Most other foods contained less than 100 microg/100 g, many as lignans. Our 
study shows that all foods analyzed contained phytoestrogens, with the highest 
amount found in breads, making them one of the main sources of dietary 
phytoestrogens in the UK. These results will allow a more accurate estimation of 
exposure to dietary phytoestrogens.

DOI: 10.1080/01635580802567141
PMID: 19373603 [Indexed for MEDLINE]"
50,"Kuhr, S.  Engelhardt, U.H.",1991,"Determination of flavanols, theogallin",KUHR 1991,Zeitschrift fuer Lebensmittel Untersuchung und Forschung,192,,526-529,2015-04-13 21:45:23 UTC,2015-04-14 13:44:22 UTC     ,
518,"Kujala T.S., Loponen J.M., Klika K.D., Pihlaja K.",2000,Phenolics and betacyanins in red beetroot (Beta vulgaris) root: distribution and effect of cold storage on the content of total phenolics and three individual compounds,KUJALA 2000,Journal of Agricultural and Food Chemistry,48,11,5338-5342,2015-04-13 21:45:26 UTC,2015-04-14 13:44:23 UTC      ,"1. J Agric Food Chem. 2000 Nov;48(11):5338-42. doi: 10.1021/jf000523q.

Phenolics and betacyanins in red beetroot (Beta vulgaris) root: distribution and 
effect of cold storage on the content of total phenolics and three individual 
compounds.

Kujala TS(1), Loponen JM, Klika KD, Pihlaja K.

Author information:
(1)Department of Chemistry, University of Turku, FIN-20014 Turku, Finland. 
tytti.kujala@utu.fi

The distribution of total phenolics and main betacyanins in red beetroot (Beta 
vulgaris) root was determined. Also, the subsequent effects of cold storage on 
the content of total phenolics, main betacyanins (betanin and isobetanin), and 
the main known ferulic acid ester 
(beta-D-fructofuranosyl-alpha-D-(6-O-(E)-feruloylglucopyranoside) were 
determined in the peel, which is the root part containing the largest amount of 
total phenolics. The content of total phenolics in the red beetroot water 
extracts was determined according to a modification of the Folin-Ciocalteu 
method and expressed as gallic acid equivalents (GAE). The compounds of interest 
were identified by HPLC-ESI-MS and NMR techniques, and the contents of compounds 
were determined by HLPC analyses. The total phenolic contents in various root 
parts were found to decrease in the order peel, crown, flesh. Significant 
differences in the contents of total phenolics and individual compounds were 
found when the effect of cold storage (5 degrees C, 0-196 days) on the 
constituents of the peel from intact roots was examined. In addition to the 
betacyanins of red beetroot peel found in our earlier study, tentative 
identifications of betanidin and feruloylamaranthin were made.

DOI: 10.1021/jf000523q
PMID: 11087483 [Indexed for MEDLINE]"
519,"Kujala T.S., Vienola M.S., Klika K.D., Loponen J.M., Pihlaja K.",2002,Betalain and phenolic compositions for four beetroot (Beta vulgaris) cultivars,KUJALA 2002,European Food Research and Technology,214,6,505-510,2015-04-13 21:45:26 UTC,2015-04-13 21:45:26 UTC      ,
1145,"Kulling S.E., Honig D.M., Metzler M.",2001,Oxidative metabolism of the soy isoflavones daidzein and genistein in humans in vitro and in vivo,KULLING 2001,J Agric Food Chem,49,6,3024-33,2011-04-06 23:30:39 UTC,2015-04-14 13:44:23 UTC      ,"1. J Agric Food Chem. 2001 Jun;49(6):3024-33. doi: 10.1021/jf0012695.

Oxidative metabolism of the soy isoflavones daidzein and genistein in humans in 
vitro and in vivo.

Kulling SE(1), Honig DM, Metzler M.

Author information:
(1)Institute of Food Chemistry and Toxicology, University of Karlsruhe, P.O. Box 
6980, D-76128 Karlsruhe, Germany. Sabine.Kulling@bfe.uni-karlsruhe.de

The soy isoflavones daidzein and genistein are found in high concentrations in 
human plasma and urine after soy consumption. However, in vitro and in vivo data 
regarding the oxidative metabolism of isoflavones in humans are scarce. 
Therefore, we have studied the oxidative metabolites of these compounds formed 
in human liver microsomes and excreted in urine of male and female humans 
ingesting soy products for 2 days. Human liver microsomes transformed the soy 
isoflavone daidzein to three monohydroxylated and three dihydroxylated 
metabolites according to GC/MS analysis. On the basis of a previous study with 
rat liver microsomes and with the help of reference substances, these 
metabolites were identified as 6,7,4'-trihydroxyisoflavone, 
7,3',4'-trihydroxyisoflavone, 7,8,4'-trihydroxyisoflavone, 
7,8,3',4'-tetrahydroxyisoflavone, 6,7,8,4'-tetrahydroxyisoflavone, and 
6,7,3',4'-tetrahydroxyisoflavone. Significant amounts of the same metabolites 
except 6,7,8,4'-tetrahydroxyisoflavone were also found in urine of female and 
male volunteers after soy intake. Genistein was metabolized by human liver 
microsomes to six hydroxylation products. The main metabolites were the three 
aromatic monohydroxylated products 5,6,7,4'-tetrahydroxyisoflavone, 
5,7,8,4'-tetrahydroxyisoflavone and 5,7,3',4'-tetrahydroxyisoflavone. The 
aliphatic monohydroxylated metabolite 2,5,7,4'-tetrahydroxyisoflavone and two 
aromatic dihydroxylated metabolites, 5,7,8,3',4'-pentahydroxyisoflavone and 
5,6,7,3',4'-pentahydroxyisoflavone, were formed in trace amounts. The same 
hydroxylated genistein metabolites except the aliphatic hydroxylated one could 
also be detected in human urine samples. Methylated forms of the catechol 
metabolites, which were generated by incubations with 
catechol-O-methyltransferase in vitro could be detected only in trace amounts in 
the urine samples. This implies that this reaction does not play a major role in 
the biotransformation of the hydroxylated daidzein and genistein metabolites in 
vivo. Most of these oxidative metabolites are described as human in vivo 
metabolites for the first time. Their biological significance remains to be 
established.

DOI: 10.1021/jf0012695
PMID: 11410004 [Indexed for MEDLINE]"
1214,"Kuti J.O., Konuru H.B.",2004,Antioxidant capacity and phenolic content in leaf extracts of tree spinach (Cnidoscolus spp.),KUTI 2004,Journal of Agricultural and Food Chemistry,52,1,117-21,2011-01-08 11:50:42 UTC,2015-04-14 13:44:24 UTC      ,"1. J Agric Food Chem. 2004 Jan 14;52(1):117-21. doi: 10.1021/jf030246y.

Antioxidant capacity and phenolic content in leaf extracts of tree spinach 
(Cnidoscolus spp.).

Kuti JO(1), Konuru HB.

Author information:
(1)Texas A&M University, Horticultural Crops & Food Research Laboratory, 214 
Howe Agriculture Lab Annex, Avenue B, MSC 228, Kingsville, Texas 78363-8202, 
USA. j-kuti@tamuk.edu

Total phenolic content and antioxidant capacity of two tree spinach species 
(Cnidoscolus chayamansa McVaugh and C. aconitifolius Miller.) were determined in 
raw and cooked leaf extracts. Antioxidant capacity was assessed by the oxygen 
radical absorbance capacity (ORAC) assay, and flavonoid glycoside composition 
was quantified by HPLC and identified by GC. Total phenolics and antioxidant 
capacity were higher in raw than in cooked leaf extracts. The ORAC values were 
strongly correlated with total phenolic content (r = 0.926) in all leaf 
extracts. The major flavonoids isolated from the leaf extracts were 
kaempferol-3-O-glycosides and quercetin-3-O-glycosides. C. aconitifolius leaves 
contained more varieties of the flavonoid glycosides than C. chayamansa. Cooking 
reduced antioxidant activity and phenolic content and resulted in losses of some 
kaempferol glycoside and quercetin glycoside residues in leaf extracts. The 
results of this study indicate that tree spinach leaves are a rich source of 
natural antioxidants for foods.

DOI: 10.1021/jf030246y
PMID: 14709023 [Indexed for MEDLINE]"
337,"La Torre G.L., Saitta M., Vilasi F., Pellicano T., Dugo G.",2006,Direct determination of phenolic compounds in Sicilian wines by liquid chromatography with PDA and MS detection,LA TORRE 2006,Food Chemistry,94,4,640-650,2015-04-13 21:45:25 UTC,2015-04-13 21:45:25 UTC      ,
9,"Lachman, J. Orsak, M. Pivec, V. Kucera, J.",2000,Effect of the year and storage on ascorbic acid content and total polyphenol content in three apple varieties,LACHMAN 2000,Czech Journal of Food Science,18,2,71-74,2002-07-08 00:00:00 UTC,2015-04-13 21:45:22 UTC   ,
287,"Lamikanra O., Grimm C.C., Rodin J.B., Inyang I.D.",1996,Hydroxylated stilbenes in selected American wines,LAMIKANRA 1996,Journal of Agricultural and Food Chemistry,44,4,1111-1115,2015-04-13 21:45:24 UTC,2015-04-13 21:45:24 UTC      ,
1146,"Lampe J.W., Martini M.C., Kurzer M.S., Adlercreutz H., Slavin J.L.",1994,Urinary lignan and isoflavonoid excretion in premenopausal women consuming flaxseed powder,LAMPE 1994,Am J Clin Nutr,60,1,122-8,2011-04-06 23:30:39 UTC,2015-04-14 13:44:26 UTC      ,"1. Am J Clin Nutr. 1994 Jul;60(1):122-8. doi: 10.1093/ajcn/60.1.122.

Urinary lignan and isoflavonoid excretion in premenopausal women consuming 
flaxseed powder.

Lampe JW(1), Martini MC, Kurzer MS, Adlercreutz H, Slavin JL.

Author information:
(1)Department of Food Science and Nutrition, University of Minnesota, St Paul 
55108.

Lignans and isoflavonoid phytoestrogens, produced from plant precursors by 
colonic bacteria, may protect against certain cancers. We examined the effects 
of flaxseed consumption on urinary lignans and isoflavonoids. Eighteen women 
consumed their usual omnivorous diets for three menstrual cycles and their usual 
diets supplemented with flaxseed powder (10 g/d) for three cycles in a 
randomized crossover design. Three-day urine samples from follicular and luteal 
phases were analyzed for lignans and isoflavonoids by isotope-dilution gas 
chromatography--mass spectrometry. Excretion of the lignans enterodiol and 
enterolactone increased with flaxseed from 1.09 +/- 1.08 and 3.16 +/- 1.47 to 
19.48 +/- 1.10 and 27.79 +/- 1.50 mumol/d, respectively (P < 0.0002). Enterodiol 
and enterolactone excretion varied among subjects in response to flaxseed (3- to 
285-fold increase). There were no differences in excretion of isoflavonoids 
(daidzein, genistein, equol, and O-desmethylangolensin) or the lignan 
matairesinol with flaxseed. Excretion was not altered by phase of menstrual 
cycle or duration of flaxseed consumption.

DOI: 10.1093/ajcn/60.1.122
PMID: 8017326 [Indexed for MEDLINE]"
305,"Lamuela-Raventos R.M., Waterhouse A.L.",1993,Occurrence of resveratrol in selected California wines by a new HPLC method,LAMUELA-RAVENTOS 1993,Journal of Agricultural and Food Chemistry,41,4,521-523,2005-04-10 14:23:52 UTC,2015-04-13 21:45:24 UTC      ,
308,"Lamuela-Raventos R.M., Romero-Perez A.I., Waterhouse A.L., Torre-Boronat M.C.d.-l.",1995,Direct HPLC analysis of cis- and trans-resveratrol and piceid isomers in Spanish red Vitis vinifera wines,LAMUELA-RAVENTOS 1995,Journal of Agricultural and Food Chemistry,43,2,281-283,2005-04-10 14:23:52 UTC,2015-04-13 21:45:24 UTC      ,
983,"Lan K., Jiang X., He J.",2007,"Quantitative determination of isorhamnetin, quercetin and kaempferol in rat plasma by liquid chromatography with electrospray ionization tandem mass spectrometry and its application to the pharmacokin",LAN 2007,Rapid Commun Mass Spectrom,21,2,112-20,2015-04-13 21:45:29 UTC,2015-04-13 21:45:29 UTC      ,
435,"Landberg R., Kamal-Eldin A., Andersson R., Aman P.",2006,Alkylresorcinol content and homologue composition in durum wheat (Triticum dururm) kernels and pasta products,LANDBERG 2006,Journal of Agricultural and Food Chemistry,54,,3012-3014,2015-04-13 21:45:25 UTC,2015-04-14 13:44:27 UTC      ,"1. J Agric Food Chem. 2006 Apr 19;54(8):3012-4. doi: 10.1021/jf0530805.

Alkylresorcinol content and homologue composition in durum wheat (Triticum 
durum) kernels and pasta products.

Landberg R(1), Kamal-Eldin A, Andersson R, Aman P.

Author information:
(1)Department of Food Science, Swedish University of Agriculture Science (SLU), 
Box 7051, S-75007 Uppsala, Sweden. rikard.landberg@lmv.slu.se

The total alkylresorcinol (AR) content and relative homologue composition of 21 
durum wheat (Triticum durum) kernel samples, as well as 5 pasta products and the 
corresponding flour mixtures, were determined. Durum wheat contained on average 
455 microg/g ARs, and the average relative homologue composition was C17:0 
(0.4%), C19:0 (14%), C21:0 (58%), C23:0 (21%), and C25:0 (6.5%). The homologue 
composition was found to be relatively consistent among samples, with durum 
wheat being different from common wheat by having a higher proportion of the 
longer homologues. No differences in content or homologue composition were 
observed in pasta products compared to flour ingredients, showing that 
alkylresorcinols are stable during pasta processing. The ratio of the homologues 
C17:0 to C21:0 was < or =0.02 for whole grain durum wheat products, which is 
different from those of common wheat (0.1) and rye (0.9).

DOI: 10.1021/jf0530805
PMID: 16608224 [Indexed for MEDLINE]"
1198,"Landl A., Abadias A., Sárraga B.C., Viñas A.I., Picouet P.A.",2010,Effect of high pressure processing on the quality of acidified Granny Smith apple,LANDL 2010,Innovative Food Science and Emerging Technologies,11,,557-564,2015-04-13 21:45:30 UTC,2015-04-13 21:45:30 UTC      ,"1. AAPS PharmSciTech. 2011 Mar;12(1):119-31. doi: 10.1208/s12249-010-9567-9. Epub
 2010 Dec 23.

Optimization of process parameters for a quasi-continuous tablet coating system 
using design of experiments.

Cahyadi C(1), Heng PW, Chan LW.

Author information:
(1)GEA-NUS Pharmaceutical Processing Research Laboratory, Department of 
Pharmacy, Faculty of Science, National University of Singapore, 18 Science Drive 
4, Singapore, 117543, Singapore.

The aim of this study was to identify and optimize the critical process 
parameters of the newly developed Supercell quasi-continuous coater for optimal 
tablet coat quality. Design of experiments, aided by multivariate analysis 
techniques, was used to quantify the effects of various coating process 
conditions and their interactions on the quality of film-coated tablets. The 
process parameters varied included batch size, inlet temperature, atomizing 
pressure, plenum pressure, spray rate and coating level. An initial screening 
stage was carried out using a 2(6-1(IV)) fractional factorial design. Following 
these preliminary experiments, optimization study was carried out using the 
Box-Behnken design. Main response variables measured included drug-loading 
efficiency, coat thickness variation, and the extent of tablet damage. Apparent 
optimum conditions were determined by using response surface plots. The process 
parameters exerted various effects on the different response variables. Hence, 
trade-offs between individual optima were necessary to obtain the best 
compromised set of conditions. The adequacy of the optimized process conditions 
in meeting the combined goals for all responses was indicated by the composite 
desirability value. By using response surface methodology and optimization, 
coating conditions which produced coated tablets of high drug-loading 
efficiency, low incidences of tablet damage and low coat thickness variation 
were defined. Optimal conditions were found to vary over a large spectrum when 
different responses were considered. Changes in processing parameters across the 
design space did not result in drastic changes to coat quality, thereby 
demonstrating robustness in the Supercell coating process.

© 2010 American Association of Pharmaceutical Scientists

DOI: 10.1208/s12249-010-9567-9
PMCID: PMC3066339
PMID: 21181512 [Indexed for MEDLINE]"
262,"Landrault N., Poucheret P., Ravel P., Gasc F., Cros G., Teissedre P.-L.",2001,Antioxidant Capacities and Phenolics Levels of French Wines from Different Varieties and Vintages,LANDRAULT 2001,Journal of Agricultural and Food Chemistry,49,7,3341-3348,2005-05-08 11:39:23 UTC,2015-04-14 13:44:28 UTC      ,"1. J Agric Food Chem. 2001 Jul;49(7):3341-8. doi: 10.1021/jf010128f.

Antioxidant capacities and phenolics levels of French wines from different 
varieties and vintages.

Landrault N(1), Poucheret P, Ravel P, Gasc F, Cros G, Teissedre PL.

Author information:
(1)Département d'Oenologie and Laboratoire de Pharmacologie, Faculté de 
Pharmacie, Université de Montpellier I, Avenue Charles Flahault, 34060 
Montpellier Cedex 2, France.

Phenolics from grapes and wines can play a role against oxidation and 
development of atherosclerosis. Levels of phenolics, major catechins 
[(+)-catechin, (-)-epicatechin, procyanidin dimers B1, B2, B3, and B4], phenolic 
acids (gallic acid and caffeic acid), caftaric acid, malvidin-3-glucoside, 
peonidin-3-glucoside, and cyanidin-3-glucoside were quantified by HPLC with UV 
detection for 54 French varietal commercial wines taken from southern France to 
study the antioxidant capacity and the daily dietary intake of these compounds 
for the French population. The highest antioxidant capacity was obtained with 
red wines and ranged from 12.8 mmol/L (Grenache) to 25.2 mmol/L (Pinot Noir). 
For white wines, Chardonnay enriched in phenolics by special wine-making was 
found to have an antioxidant capacity of 13.8 mmol/L, comparable to red wine 
values. For red wines classified by vintages (1996-1999) antioxidant capacities 
were approximately 20 mmol/L and then decreased to 13.4 mmol/L for vintages 
1995-1991. Sweet white wines have 1.7 times more antioxidant capacity (3.2 
mmol/L) than dry white wines (1.91 mmol/L). On the basis of a still significant 
French wine consumption of 180 mL/day/person, the current daily intake of 
catechins (monomers and dimers B1, B2, B3, and B4) averaged 5 (dry white wine), 
4.36 (sweet white wines), 7.70 (rosé wines), 31.98 (red wines), and 66.94 (dry 
white wine enriched in phenolic) mg/day/resident for the French population. Red 
wine, and particularly Pinot Noir, Egiodola, Syrah, Cabernet Sauvignon, and 
Merlot varieties, or Chardonnay enriched in phenolics during wine-making for 
white varieties contribute to a very significant catechin dietary intake.

DOI: 10.1021/jf010128f
PMID: 11453773 [Indexed for MEDLINE]"
261,"Landrault N., Larronde F., Delaunay J.C., Castagnino C., Vercauteren J., Merillon J.M., Gasc F., Cros G., Teissedre P.L.",2002,Levels of stilbene oligomers and astilbin in French varietal wines and in grapes during noble rot development,LANDRAULT 2002,Journal of Agricultural and Food Chemistry,50,7,2046-2052,2005-05-08 11:39:23 UTC,2015-04-14 13:44:28 UTC      ,"1. J Agric Food Chem. 2002 Mar 27;50(7):2046-52. doi: 10.1021/jf010794g.

Levels of stilbene oligomers and astilbin in French varietal wines and in grapes 
during noble rot development.

Landrault N(1), Larronde F, Delaunay JC, Castagnino C, Vercauteren J, Merillon 
JM, Gasc F, Cros G, Teissedre PL.

Author information:
(1)Département d'Oenologie et Laboratoire de Pharmacologie, Université de 
Montpellier 1, Faculté de Pharmacie, Avenue Charles Flahault, 34060 Montpellier 
Cedex 2, France.

Phenolics from grapes and wines can play a role against oxidation and 
development of atherosclerosis. Stilbenes have been shown to have cancer 
chemopreventive activity and to protect lipoproteins from oxidative damage. A 
method for the direct determination of stilbene oligomers (viniferin and 
pallidol) as well as astilbin in different types of wine using high-performance 
liquid chromatography with UV detection is described. In a survey of 21 
commercial wines from the south of France, levels of pallidol and viniferin are 
reported for the first time in different types of wines. Viniferin was found to 
be present only in red and botrytized sweet white wines with levels between 0.1 
and 1.63 mg/L; pallidol was not found in dry and sweet white wines but only in 
wines made by maceration with stems, with levels between 0.38 and 2.22 mg/L. 
Highest levels of astilbin were found in Egiodola (15.13 mg/L), Merlot (11.61 
mg/L), and Cabernet Sauvignon (8.24 mg/L) for red wines and in Sauvignon (5.04 
mg/L) for white varietal wines. Astilbin levels are highest for recent vintages, 
but pallidol is not found in older vintages. During noble rot development in 
Sauvignon or Sémillon grapes from the Sauternes area, levels of trans-astringin, 
trans-resveratrol, trans-piceid, and pallidol are quite low (<0.5 mg/kg of 
grapes). Viniferin and astilbin levels become optimum at 2 and 30 mg/kg, 
respectively, during spot grape and speckle grape stages.

DOI: 10.1021/jf010794g
PMID: 11902955 [Indexed for MEDLINE]"
532,"Lang R., Mueller C., Hofmann T.",2006,Development of a stable isotope dilution analysis with liquid chromatography - tandem mass spectrometry detection for the quantitative analysis of di- and trihydroxybenzenes in foods and model systems,LANG 2006,Journal of Agricultural and Food Chemistry,54,,5755-5762,2015-04-13 21:45:26 UTC,2015-04-14 13:44:29 UTC      ,"1. J Agric Food Chem. 2006 Aug 9;54(16):5755-62. doi: 10.1021/jf061118n.

Development of a stable isotope dilution analysis with liquid 
chromatography-tandem mass spectrometry detection for the quantitative analysis 
of di- and trihydroxybenzenes in foods and model systems.

Lang R(1), Mueller C, Hofmann T.

Author information:
(1)Institut für Lebensmittelchemie, Universität Münster, Germany.

A straightforward stable isotope dilution analysis (SIDA) for the quantitative 
determination of the di- and trihydroxybenzenes catechol (1), pyrogallol (2), 
3-methylcatechol (3), 4-methylcatechol (4), and 4-ethylcatechol (5) in foods by 
means of liquid chromatography-tandem mass spectrometry was developed. With or 
without sample preparation involving phenylboronyl solid phase extraction, the 
method allowed the quantification of the target compounds in complex matrices 
such as coffee beverages with quantification limits of 9 nmol/L for 
4-ethylcatechol, 24 nmol/L for catechol, 3-methyl-, and 4-methylcatechol, and 31 
nmol/L for pyrogallol. Recovery rates for the analytes ranged from 97 to 103%. 
Application of the developed SIDA to various commercial food samples showed that 
quantitative analysis of the target compounds is possible within 30 min and gave 
first quantitative data on the amounts of di- and trihydroxybenzenes in coffee 
beverage, coffee powder, coffee surrogate, beer, malt, roasted cocoa powder, 
bread crust, potato crisps, fruits, and cigarette smoke and human urine. Model 
precursor studies revealed the carbohydrate/amino acid systems as well as the 
plant polyphenols catechin and epicatechin as precursors of catechol and 
5-O-caffeoylquinic acid, caffeic acid as a precursor of catechol and 
4-ethylcatechol, and gallocatechin, epigallocatechin, and gallic acid as 
precursors of pyrogallol.

DOI: 10.1021/jf061118n
PMID: 16881674 [Indexed for MEDLINE]"
827,"Lapierre C., Pollet B., Ralet M.-C., Saulnier L.",2001,The phenolic fraction of maize bran: evidence for lignin-heteroxylan association,LAPIERRE 2001,Phytochemistry,57,,765-772,2015-04-13 21:45:28 UTC,2015-04-14 13:44:29 UTC      ,"1. Phytochemistry. 2001 Jul;57(5):765-72. doi: 10.1016/s0031-9422(01)00104-2.

The phenolic fraction of maize bran: evidence for lignin-heteroxylan 
association.

Lapierre C(1), Pollet B, Ralet MC, Saulnier L.

Author information:
(1)Laboratoire de Chimie Biologique, INRA-INAPG, Institut National Agronomique, 
78850, Thiverval-Grignon, France. lapierre@grignon.inra.fr

Maize bran heteroxylan samples were extracted in various conditions of severity. 
Their ferulate and diferulate content was investigated by GC-MS of methyl 
ester-TMSi derivatives. When extracted by 0.5 M NaOH in mild conditions, the 
heteroxylan sample contained a low level of ferulic acid (0.032% by wt.) and the 
main diferulate surviving alkaline extraction was found to be the 8-8' 
diferulate. On peroxidase treatment, this sample nevertheless produced a firm 
and brittle gel without any change in the diferulate profile. Typical lignin 
structures, mainly comprising syringyl units interconnected through beta-O-4, 
beta-1 and beta-beta interunit bonds, were evidenced in the maize bran sample. 
More importantly, these lignin structures were found to be tightly associated 
with the alkali-extracted heteroxylans. Thioacidolysis revealed the occurrence 
of 0.1-0.5% (by wt.) lignin structures in heteroxylan fractions extracted in 
mild or severe conditions, before and after purification of the polysaccharides. 
The gelling potential of the heteroxylan fractions was not only dependent on 
their ferulate level, but also influenced by associated lignin structures. These 
results argue for the occurrence of covalent linkages between heteroxylan chains 
and lignin structures which could participate in the peroxidase-driven gelation 
of feruloylated polysaccharides. They demonstrate the role of low lignin levels 
in the organization of native or reconstructed polysaccharide networks.

DOI: 10.1016/s0031-9422(01)00104-2
PMID: 11397446 [Indexed for MEDLINE]"
