abstract,relevance
"1. J Urol. 2025 Oct 30:101097JU0000000000004836. doi:
10.1097/JU.0000000000004836.  Online ahead of print.

Outcomes Among Rural and Urban Patients with High-risk NMIBC: Results from the 
Canadian Bladder Cancer Information System (CBCIS).

Chung D(1), Kassouf W(2), Agnihotram R(3), Alday H(4), Tajzler C(3), Eskandari 
A(5), Breau R(6), Kulkarni G(7), Chung P(8), Fairey A(9), Lodde M(10), Hyndman 
E(11), Alimohamed N(12), Rendon R(13), Black P(14), Nayak JG(1).

Author information:
(1)Section of Urology, Department of Surgery, University of Manitoba, Winnipeg, 
MB.
(2)Division of Urology, McGill University Health Center, Montreal, QC.
(3)Research Institute, McGill University Health Center, Montreal, QC.
(4)University of Manitoba, Winnipeg, MB.
(5)Department of Surgical Oncology/Urology, University Health Network, Toronto, 
ON.
(6)Division of Urology, University of Ottawa, Ottawa, ON.
(7)Division of Urology, University Health Network, Toronto, ON.
(8)Department of Radiation Oncology, University Health Network, Toronto, ON.
(9)Division of Urology, University of Alberta, Edmonton, AB.
(10)Department of Urology, University of Laval, Quebec City, QC.
(11)Section of Urology, University of Calgary, Calgary, AB.
(12)Division of Medical Oncology, University of Calgary, Calgary, AB.
(13)Department of Urology, Dalhousie University, Halifax, NS.
(14)Urologic Sciences, University of British Columbia, Vancouver, BC.

BACKGROUND: Patients with high-risk non-muscle invasive bladder cancer (NMIBC) 
require frequent surveillance and adjuvant intravesical therapy, which may be 
less accessible in rural area. Utilizing the Stats Canada Remoteness Index (RI), 
we sought to investigate the effect of rurality/remoteness on the presentation, 
management, and surveillance of high risk NMIBC and cancer specific outcomes 
such as survival and rate of progression.
METHODS: The Canadian Bladder Cancer Information System (CBCIS) database was 
used to identify all patients diagnosed with high risk NMIBC (defined as HG Ta, 
any T1 disease, CIS) on initial transurethral resection of bladder tumor 
(TURBT). Using the manual classification method, rural areas were defined as a 
RI ≥ 0.15. Exclusion criteria included patients with non-urothelial histology, 
unknown T stage, or evidence of nodal or distant metastases at time of 
diagnosis.
RESULTS: Among 2838 high-risk NMIBC patients, 71% were urban and 30% rural. 
Rural patients were more likely than urban patients to present with high grade 
(HG) T1 tumors (42% vs. 37%, p=0.059). Repeat TURBT was performed within 90 days 
for HG T1 disease in 29% of urban and 23% of rural patients (p=0.04). Rural 
patients were less likely than urban patients to receive induction BCG (52% vs. 
69%, p<0.0001). 5-yr progression free survival to MIBC was significantly lower 
among rural patients (80% vs 85%; p=0.048).
CONCLUSIONS: Rural patients with high-risk NMIBC were significantly less likely 
to meet quality indicator benchmarks for guideline concordant surveillance and 
management, although overall rates are low indicating a potential area of 
quality improvement efforts.

DOI: 10.1097/JU.0000000000004836
PMID: 41166647",0
"1. Hepat Oncol. 2025 Dec;12(1):2578079. doi: 10.1080/20450923.2025.2578079. Epub 
2025 Oct 30.

Clinical management of liver cancer patients with immune checkpoint inhibitors 
treatment.

Yau JCW(1), Chan LL(2), Chan SL(2).

Author information:
(1)Department of Clinical Oncology, Prince of Wales Hospital, Sha Tin, Hong 
Kong.
(2)State Key Laboratory of Translational Oncology, Department of Clinical 
Oncology, Sir YK Pao Centre for Cancer, The Hong Kong Cancer Institute, The 
Chinese University of Hong Kong, Sha Tin, Hong Kong.

The treatment paradigm of hepatocellular carcinoma (HCC) has evolved with the 
emergence of immune checkpoint inhibitors (ICIs). Two ICI-based regimens have 
gained regulatory approval worldwide in unresectable HCC as first line treatment 
based on the IMBrave150 and HIMALAYA trial. Other regimens such as 
camrelizumab-rivoceranib and ipilimumab-nivolumab also demonstrated improvement 
in overall survival as compared to multi-targeted agents in recent phase III 
clinical trials. With the growing amount of evidence, it is imperative for 
clinicians to decide the most suitable ICI therapy for each patient based on 
their disease status and tolerability. Furthermore, ICI in combination with 
locoregional treatment such as transarterial chemoembolization (TACE) has been 
shown to prolong the progression-free survival as compared to TACE alone. In 
early-stage HCC, the role of ICI has been studied in both the adjuvant and 
neoadjuvant setting. In this narrative review, we will highlight the major 
advancement of ICI in different stages of HCC and their implication in real 
world practice. The unmet need in the special population of liver cancer 
patients and the management of immune-related hepatitis will also be addressed.

Plain Language Summary: Drug treatment of liver cancer is changing rapidly with 
a new class of medicine targeted at stimulating the immune system called 
immunotherapy. Immunotherapy in combination with another class of drug which can 
stop the blood vessel growth, is now recognized as the one of the most 
appropriate ways to treat patients with late stage liver cancer by many doctors. 
Other ways such as using two different immunotherapeutic drugs together, or 
immunotherapy plus drugs that interfere with specific targets on cells, had also 
been shown to help patients live longer than before. Research is trying to 
combine immunotherapy with a technique killing cancer cells by injecting 
chemotherapy to the blood vessel supplying the liver, which is a traditional 
method to treat intermediate stage liver cancer. In early liver cancer patients 
eligible for surgery, using immunotherapy before and after the procedure is also 
under testing, in order to lower the chance of disease coming back. There are 
also challenges associated with use of immunotherapy, for example it can cause 
side effects in which the immune system attacks normal liver cells instead of 
cancer cells. Given the drug profile of immunotherapy is complicated, doctors 
need to be familiar with the pros and cons of it when treating liver cancer 
patients.

DOI: 10.1080/20450923.2025.2578079
PMCID: PMC12578309
PMID: 41166641

Conflict of interest statement: Prof. Stephen L Chan serves an advisory member 
for AstraZeneca, MSD, Eisai, and Autem; received research funds from Celleron, 
Genorbio, Ipsen, MSD, Novartis, and SIRTEX; received support for travel from 
Eisai, Roche, Ipsen and Novartis; and honoraria from AstraZeneca, Bayer, BMS, 
Eisai, Hutchmed, Roche, Ipsen, and MSD. Dr Landon L Chan has received travel 
support from AstraZeneca, Eisai, Ipsen and Roche, and honoraria from AstraZeneca 
and Eisai. He has received research grants from Roche. He is also holding stocks 
of Candel therapeutics. Dr Johnny CW Yau received travel support from MSD No 
writing assistance was utilized in the production of this manuscript.",0
"1. Anal Chem. 2025 Oct 30. doi: 10.1021/acs.analchem.5c05716. Online ahead of 
print.

Highly Sensitive and Specific Detection of Autophagy Signaling Pathway in Live 
Cancer Cells for Chemoresistance Assessment via ZnO-DNA Nanosphere Probes.

Yang F(1), Li S(2), Bi X(2), Yuan R(2), Xiang Y(2).

Author information:
(1)Key Laboratory of Pollution Control Chemistry and Environmental Functional 
Materials for Qinghai-Tibet Plateau of the National Ethnic Affairs Commission, 
School of Chemistry and Environment, Southwest Minzu University, Chengdu 610041, 
P. R. China.
(2)Key Laboratory of Luminescence Analysis and Molecular Sensing, Ministry of 
Education, School of Chemistry and Chemical Engineering, Southwest University, 
Chongqing 400715, P. R. China.

The identification and detection of specific autophagy signaling pathways in 
live cancer cells are critical to modulate chemotherapy sensitivity in cancer 
treatments. However, conventional autophagy signaling pathway detection 
approaches are challenged by specificity and sensitivity. Here, with the 
synthesis of ZnO nanoparticle (NP)-DNA nanospheres (ZnO-DNA NSs) using 
palindromic DNA sequence scaffolds, we propose a new strategy for sensitive 
detection of a specific autophagy signaling pathway in cancer cells via 
simultaneously imaging the upstream miRNA-34a and downstream autophagy-related 
4B cysteine peptidase (ATG4B). The miRNA-34a-responsive, Zn2+-dependent I-R3 
DNAzyme (I-Dz) and ATG4B-specific peptide-DNA signal probes are integrated into 
the ZnO-DNA NSs. Upon readily being delivered into cancer cells, the acid 
microenvironment leads to the dissolution of ZnO NPs to release the Zn2+ 
cofactor for I-Dz. Subsequently, miRNA-34a and ATG4B initiated cyclic cleavage 
of the signal probes to yield distinct fluorescence for highly sensitive 
detection of miRNA-34a and ATG4B, thereby achieving specific autophagy pathway 
detection. Besides, the dynamic concentration interplay between miRNA-34a and 
ATG4B upon drug stimulation can also be monitored by the ZnO-DNA NSs to realize 
effective discrimination of drug-sensitive and -resistant cancer cells to access 
chemoresistance reversion, revealing the robust potential of ZnO-DNA NSs for 
detecting different autophagy pathways and screening potent therapeutic drugs.

DOI: 10.1021/acs.analchem.5c05716
PMID: 41166611",0
"1. Clin Cancer Res. 2025 Oct 30. doi: 10.1158/1078-0432.CCR-25-2851. Online ahead
 of print.

Biomarkers in High-Grade Serous Ovarian Cancer: Context is everything.

Venegas L(1), Hodgson A(2), Oza AM(1).

Author information:
(1)Princess Margaret Cancer Centre, Toronto, Ontario, Canada.
(2)University Health Network, Toronto, ON, Canada.

The Oxford Classic Epithelial-Mesenchymal Transition (OxC-EMT) score identifies 
a high-risk subgroup of High-Grade Serous Carcinoma (HGSC) patients with 
inferior survival. This commentary discusses the evaluation of HGSC biomarkers 
in context and the important steps in transition from a prognostic to a 
validated predictive biomarker to inform clinical utility.

DOI: 10.1158/1078-0432.CCR-25-2851
PMID: 41166600",0
"1. Cardiology. 2025 Oct 30:1-28. doi: 10.1159/000549271. Online ahead of print.

Cardiac troponin I for early detection of cancer therapy-related cardiac 
dysfunction after chemotherapy: a diagnostic test accuracy meta-analysis.

Lin N, Xie L, An L, Wei G.

Introduction Early myocardial injury during chemotherapy may precede declines in 
left ventricular ejection fraction (LVEF). We assessed the diagnostic accuracy 
of cardiac troponin I (cTnI) for early detection of cancer therapy-related 
cardiac dysfunction (CTRCD). Methods We conducted a diagnostic test-accuracy 
meta-analysis of prospective cohorts measuring cTnI within 3 months after 
chemotherapy initiation following PRISMA-DTA. Searches were conducted across 
PubMed, Embase, Cochrane Library, CNKI, and Wanfang databases through August 
2025. A bivariate random-effects hierarchical summary receiver operating 
characteristic (HSROC) model estimated pooled sensitivity and specificity with 
confidence/prediction regions; risk of bias was appraised using QUADAS-2. 
Clinical implications were illustrated with Fagan nomograms at prespecified 
pre-test probabilities (10% and 20%). Results A total of 5 prospective cohort 
studies were included. The HSROC summary operating point yielded pooled 
sensitivity 0.669 (95% CI 0.444-0.836) and specificity 0.839 (95% CI 
0.634-0.940). The corresponding positive likelihood ratio was 4.15 and negative 
was 0.39. At a 10% pre-test probability, post-test probabilities were 32% after 
a positive result and 4% after a negative result; at a 20% pre-test probability, 
they were 51% and 9%, respectively. Leave-one-out analyses indicated stable 
estimates. Conclusions Within the first 3 months of chemotherapy, cTnI shows 
moderate sensitivity and high specificity for early CTRCD detection. These 
performance characteristics support cTnI as a confirmatory biomarker to inform 
risk-stratified surveillance alongside imaging under standardized assay 
procedures.

S. Karger AG, Basel.

DOI: 10.1159/000549271
PMID: 41166507",0
"1. BJS Open. 2025 Oct 30;9(6):zraf121. doi: 10.1093/bjsopen/zraf121.

Safe and transparent introduction and evaluation of targeted axillary dissection 
in patients with node-positive breast cancer undergoing primary surgery: 
international consensus process.

Potter S(1)(2), Mullan R(3), Cain H(4), St John ER(5)(6), Barry P(7), Massanat 
Y(8), Harvey J(9), Fairhurst K(1)(4), Morgan A(10), Perkins M(10), Mann 
GB(11)(12)(13)(14), Lippey J(14)(15)(16), Cowan K(17), Blencowe N(18), McIntosh 
SA(3); TADPOLE Trial Management Group and the TADPOLE-TOGETHER Collaborative.

Collaborators: Avery K, Baji P, Bhattacharya I, Cutress R, Culliford L, Dodwell 
D, Frost J, Harris J, Markham H, Marques E, Roberts K, Rees S, Aamer M, Abbott 
N, Abdelaziz Y, Abdelwahab K, Abdulla H, Abufkhaida B, Agrawal A, Ahmad Z, Ali 
Ahmed MS, Ahmed S, Saad SAL, Alhussini M, Alriyees L, Alshawi J, Aslam M, Attia 
M, Awaji K, Baban C, Bagué AH, Bajonero-Canonico P, Baştürk SA, Bibal F, Bolivar 
E, Bramley M, Brown V, Buldanlı MZ, Canotilho R, Luna MIC, Carmichael AR, Caziuc 
A, Chan CW, Chand N, Chandrashekar M, Chaubey A, Chen S, Daskalova I, Dimitrov 
D, Dordea M, Douvetzemis S, Elahi M, Elder K, Elsberger B, Elzein S, Fanshawe A, 
Félix R, Fowler C, Gallini E, Gan J, Garg N, Georgescu R, Ghazali W, Ginghina O, 
Godden AR, Gomez-Quiñones O, Graham V, Gul MC, Hançerlioğulları O, 
Harding-Mackean C, Hargreaves A, Harris G, Hartley F, Harvey J, Hassan I, Hayat 
S, Holcombe C, Horsnell J, Hubbard T, Hunter-Smith A, Ikram R, Irvine T, Irwin 
G, Isherwood J, Isik A, Islam S, Jaber A, Jauhari Y, Gómez MJ, Johri G, Kallaway 
C, Kamer KE, Cakmak GK, Karakullukcu HK, Karamanliev M, Karwasra I, Karydakis V, 
Kaushik M, Khan MM, Khout H, Kirk S, Kirwan CC, Kitsikosta L, Kiziltoprak N, 
Knight H, Köksal H, Krsicka P, Krupa K, Krupa J, Kucuk GO, Lane R, Laws S, 
Lefemine V, Von Wattenwyl BL, Lippey J, López-Rodriguez MJ, Lowery A, Lubis 
MZNR, Macinnes E, Mandi D, Mantoglu B, Lauria PM, Martin L, De Jesus Martins 
Dias T, Massey E, Masudi T, Mathers H, Mclean R, Memiş U, Memişoğlu E, Merker L, 
Micha A, Michalakis I, Jan MM, Mitchell G, Mohammed F, Mondal RR, Morgan J, 
Muktar S, Mullan M, Murphy C, Naqvi SRQ, Naz S, Lakshmi HN, O'Connell RL, 
Octavian E, Odofin B, Olsen S, Omidiji O, Osman H, Ozkan OF, Papadopoulos L, 
Peerlinck I, Pereira H, Pilgrim S, Piñero-Madrona A, Polotto S, Prusty L, Ramzi 
S, Rapisarda F, Rathinaezhil R, Rattay T, Rees-Lee J, Resendiz-Colosia JA, 
Ribeiro C, Rocco N, Roche N, Rodrigues F, Rohr M, Romics L, Rowland M, Rusby J, 
Saha S, Sajid Y, Salman R, Sami AS, Sanchez AM, Sanchez-Mendez JI, Sanli AN, 
Scally N, Scardina L, Sciamannini M, Shafique N, Sheehan L, Shetty S, Shoshkova 
M, Simpson D, Skelly BL, Stanton R, Mandal NS, Tasoulis MK, Taylor A, Thakur N, 
Thomas R, Thorat M, Thorne A, Timbur D, Townend A, Trabulsi N, Tuffaha H, Uçaner 
B, Valassiadou K, Vassos N, Vatish J, Vernet-Tomas M, Verroiotou M, Wilson RL, 
Yesilsancak M, Yiallourou A, Yildirim AC, Yotsov T, Zammit C, Vazquez LAZ.

Author information:
(1)Bristol Surgical and Perioperative Care Complex Intervention Collaboration, 
Translational Health Sciences, Bristol Medical School, Southmead Hospital, 
Bristol, UK.
(2)Bristol Breast Care Centre, North Bristol NHS Trust, Bristol, UK.
(3)Patrick G. Johnston Centre for Cancer Research, Queen's University Belfast, 
Belfast, UK.
(4)The Newcastle upon Tyne Hospitals NHS Foundation Trust, Newcastle, UK.
(5)Portsmouth Hospitals University NHS Trust, Portsmouth, UK.
(6)Research Group in Breast Health, University of Portsmouth, Portsmouth, UK.
(7)The Royal Marsden NHS Foundation Trust, London, UK.
(8)Broomfield Hospital, Mid and South Essex NHS Trust, Broomfield, UK.
(9)Manchester University Hospitals NHS Foundation Trust, Manchester, UK.
(10)Independent Cancer Patients' Voice, London, UK.
(11)Department of Surgery, The Royal Melbourne Hospital, Melbourne, Victoria, 
Australia.
(12)Department of Surgery, The Royal Women's Hospital, Melbourne, Victoria, 
Australia.
(13)Breast Cancer Trials, Newcastle, New South Wales, Australia.
(14)Department of Surgery, The University of Melbourne, Melbourne, Victoria, 
Australia.
(15)Department of Surgery, St. Vincent's BreastScreen, St. Vincent's Hospital 
Melbourne, Melbourne, Victoria, Australia.
(16)Department of Surgery, St Vincent's Hospital Melbourne, Melbourne, Victoria, 
Australia.
(17)Katherine Cowan Consulting, Southend on Sea, UK.
(18)Centre for Surgical Research, Population Health Sciences, Bristol Medical 
School, Bristol, UK.

BACKGROUND: Axillary node clearance is the current standard of care in patients 
with node-positive breast cancer undergoing primary surgery, despite a lack of 
evidence to demonstrate survival benefit and high rates of life-changing 
morbidity. Targeted axillary dissection (TAD) may be a safe alternative to 
axillary node clearance, but there is no agreement how primary TAD should be 
performed. TADPOLE-TOGETHER aimed to use international consensus methods to 
agree the key components of primary TAD to promote standardized introduction and 
evaluation of the technique within the TADPOLE trial.
METHODS: A scoping review and key stakeholder interviews were used to generate a 
longlist of possible procedure steps for inclusion in the Delphi questionnaire. 
Two rounds of an international online survey were then used to agree the 
mandatory, optional, and prohibited steps of TAD, together with any 
standardization and training required. The final approach to primary TAD was 
agreed at an online consensus meeting.
RESULTS: Thirteen potential steps of a TAD procedure were identified from the 
literature and expert interviews, together with information regarding 
standardization and training. Some 244 surgeons with global representation 
participated in the Round 1 survey, of whom 161 (66.0%) participated in Round 2. 
Seven mandatory steps of primary TAD, including localization and removal of the 
involved node, combined with a sentinel node biopsy, were agreed upon and 
ratified by 42 surgeons from the UK, Europe, and Asia who attended the consensus 
meeting.
CONCLUSION: Robust international consensus methods have been used to agree how 
primary TAD should be performed, promoting safe and transparent introduction and 
evaluation of the technique.

© The Author(s) 2025. Published by Oxford University Press on behalf of BJS 
Foundation Ltd.

DOI: 10.1093/bjsopen/zraf121
PMCID: PMC12574671
PMID: 41166453 [Indexed for MEDLINE]",0
"1. Int J Radiat Biol. 2025 Oct 30:1-11. doi: 10.1080/09553002.2025.2575502.
Online  ahead of print.

Organ-specific cancer risks following exposure to radiation can be explained by 
a shift of spontaneously arising cancers toward younger ages.

Nakamura N(1).

Author information:
(1)Department of Molecular Biosciences, Radiation Effects Research Foundation, 
Hiroshima, Japan.

INTRODUCTION: Cancer risks of radiation are commonly made to evaluate an 
increase in mortality or incidence of cancers above background levels in 
subjects of the same age. However, the increased risk can also be evaluated by 
assuming a dose-dependent earlier onset expressed by a parallel shift of the 
mortality or incidence rate toward younger ages, which eventually results in 
life shortening.
METHODS: Organ-specific relative risks for cancer was estimated by assuming that 
exposure to radiation increases the risk due to tissue reactions which 
subsequently facilitate an earlier onset of naturally occurring cancers. In this 
case, the years of earlier onset X can be obtained by examining the equation 
showing that the mortality or incidence rate for all cancers at age 70 in the 
1 Gy-exposed group equals the rate at age 70 + X in the control group. In the 
present study, assuming that the X can be applied to all organs, organ-specific 
relative risk (RR)/Gy values were calculated as the ratio of the mortality or 
incidence rate at age 70 + X vs. at age 70 in the control group.
RESULTS AND DISCUSSION: The RR/Gy values thus obtained agreed closely with the 
epidemiologically estimated RR/Gy in major organs (stomach, colon, lung, liver 
etc.) while no clear evidence for an increased risk has been observed in the 
Life Span Study of atomic bomb survivors for pancreas, gallbladder, and kidney 
although the age-related patterns for the incidence or mortality of the control 
subjects are similar to those for the major organs. Possible reasons for the 
discrepancy are discussed.

DOI: 10.1080/09553002.2025.2575502
PMID: 41166441",0
"1. J Oncol Pharm Pract. 2025 Oct 30:10781552251392124. doi: 
10.1177/10781552251392124. Online ahead of print.

An insight into real-world practice: What information sources inform the 
prescribing for children with cancer in Scotland? A focus on emesis, tumour 
lysis syndrome (TLS), and Pneumocystis Pneumonia (PCP) prophylaxis.

Alkhlaifat R(1)(2), Weir NM(1), Mueller T(1).

Author information:
(1)Strathclyde Institute of Pharmacy and Biomedical Sciences, University of 
Strathclyde, Glasgow, UK.
(2)Mutah University, Karak, Jordan.

Within clinical practice, information sources such as clinical guidelines ensure 
practitioners apply evidence-based information, supporting both effectiveness 
and safety of the prescribed medicines. Paediatric cancer - a leading cause of 
death in children - is a complex condition, thus is an area where clinical 
guidelines are important to give guidance on, e.g., recommended doses, drug 
dispensing, and toxicity monitoring measures. However, exploring clinical 
guidelines/information sources and their content regarding medicine-pertaining 
aspects is rarely done despite the fact they directly inform patient care. This 
comment summarises the main findings of a document analysis study aimed to 
describe available documents and their content for Scotland-based paediatric 
prescribers in oncology wards and provides insights into the documents' 
comprehensiveness and consistency. The analysis covered three clinical 
indications which are either highly prevalent or troublesome in practice: 
emesis, tumour lysis syndrome (TLS), and Pneumocystis Pneumonia (PCP) 
prophylaxis.

DOI: 10.1177/10781552251392124
PMID: 41166395",0
"1. PLoS Comput Biol. 2025 Oct 30;21(10):e1013615. doi: 
10.1371/journal.pcbi.1013615. Online ahead of print.

Ligand discrimination in immune cells: Signal processing insights into immune 
dysfunction in ER+ breast cancer.

Matache A(1), Lima-Junior JR(2), Kuznetsov M(1), Urbaniak K(1), Branciamore 
S(1), Rodin AS(1), Lee PP(2), Rockne RC(1).

Author information:
(1)Department of Computational and Quantitative Medicine, Beckman Research 
Institute of City of Hope, Duarte, California, United States of America.
(2)Department of Immuno-Oncology, Beckman Research Institute of City of Hope, 
Duarte, California, United States of America.

Prior studies have shown that approximately 40% of estrogen receptor positive 
(ER+) breast cancer (BC) patients harbor immune signaling defects in their blood 
at diagnosis, and the presence of these defects predicts overall survival. 
Therefore, it is of interest to quantitatively characterize and measure 
signaling errors in immune signaling systems in these patients. Here we propose 
a novel approach combining communication theory and signal processing concepts 
to model ligand discrimination in immune cells in the peripheral blood. We use 
the model to measure the specificity of ligand discrimination in the presence of 
molecular noise by estimating the probability of error, which is the probability 
of making a wrong ligand identification. We apply our model to the JAK/STAT 
signaling pathway using high dimensional spectral flow cytometry measurements of 
transcription factors, including phosphorylated STATs and SMADs, in immune cells 
stimulated with several cytokines (IFNγ, IL-2, IL-6, IL-4, and IL-10) from 19 
ER+ breast cancer patients and 32 healthy controls. In addition, we apply our 
model to 10 healthy donor samples treated with a clinically approved JAK1/2 
inhibitor. Our results show reduced ligand identification accuracy and higher 
levels of molecular noise in BC patients as compared to healthy controls, which 
may indicate altered immune signaling and the potential for immune cell 
dysfunction in these patients. Moreover, the inhibition of JAK1/2 produces a 
unique pattern of signaling dysfunction, inducing increased ligand detection 
error rates and reduced signal-to-noise ratios for most immune cell subtypes. 
These results suggest a means to improve the use of signaling kinase inhibitor 
therapies by identifying patients with favorable ligand discrimination 
specificity profiles in their immune cells.

Copyright: © 2025 Matache et al. This is an open access article distributed 
under the terms of the Creative Commons Attribution License, which permits 
unrestricted use, distribution, and reproduction in any medium, provided the 
original author and source are credited.

DOI: 10.1371/journal.pcbi.1013615
PMID: 41166390

Conflict of interest statement: The authors have declared that no competing 
interests exist.",0
"1. PLoS One. 2025 Oct 30;20(10):e0334106. doi: 10.1371/journal.pone.0334106. 
eCollection 2025.

Targeting MERTK tyrosine kinase: Virtual screening and molecular dynamics 
insights for anti-cancer drug development.

Kifayat K(1), Singh K(2), Khan M(3), Razia DEM(4), Khan S(5), Dong C(1), Wang 
L(1).

Author information:
(1)Division of Hepatobiliary and Pancreatic Surgery, Department of General 
Surgery, The Second Affiliated Hospital of Dalian Medical University, Dalian, 
China.
(2)Department of Chemistry, Faculty of the Basic and Applied Sciences, Sri Guru 
Granth Sahib World University, Fatehgarh Sahib, Punjab, India.
(3)Key Laboratory of Biorheological Science and Technology of Ministry of 
Education, College of Bioengineering, Chongqing University, Chongqing, China.
(4)Department of Pathogen Biology, College of Basic Medicinal sciences, Jilin 
University, Changchun, China.
(5)Department of Chemistry, COMSATS University Islamabad, Abbottabad Campus, 
Khyber Pakhtunkhwa, Pakistan.

Global public health facing serious challenges due to the incidence of cancer 
and the growth of treatment resistance. Mer-tyrosine kinase plays a crucial role 
in cell biology and correlated with many cancers such as Epithelial ovarian 
cancer, liver cancer, breast cancer, Metastatic melanoma, and Acute myeloid 
leukemia (AML). Hence the identification of novel drug for MERTK protein is 
extreme important. In this research, we used computational techniques, molecular 
operating environment (MOE 2015) for virtual screening with drug like natural 
compounds library. We used known compound UNC2025 as positive control and one 
million compounds was retrieved from different databases (OTAVA, ZINC, ChEMBL) 
and docked with MERTK protein. Out of million compounds the 4 top hit inhibitors 
chosen from docking were further screened for ADMET profiling confirming their 
compliance with drug designing and toxicological principle and subjected to 
molecular dynamic (MD) simulation and MM-PBSA analysis. The results of these 
analyses showed that only four compounds that make strong interactions with 
MERTK protein via highest binding affinity hydrogen bond and hydrophobic 
contacts (lig1, lig2, lig3, lig4). The computed binding affinity ranges from 
-22.977 to -18.707 kcal/mol. The increased helix and reduced β-sheet contents in 
MERTK on the binding of top hit candidates depicted the higher structural 
stability of MERTK, rather than MERTK alone and MERTK-UNC2025. The study finds 
critical residues which serve a vital part in binding with the inhibitor and the 
active site of the MERTK protein, i.e., Phe598, Gly599, Lys619, Arg629, Glu633, 
Glu637, Arg722, Asp723, Arg727, Asp741, Gly743, Leu744, Lys746, Arg758, Ala760, 
and Lys761 through decomposed binding free energy analysis. This study focuses 
on the pursuit of several MERTK protein targets, which could have consequences 
for the development of novel therapeutics for various cancers.

Copyright: © 2025 Kifayat et al. This is an open access article distributed 
under the terms of the Creative Commons Attribution License, which permits 
unrestricted use, distribution, and reproduction in any medium, provided the 
original author and source are credited.

DOI: 10.1371/journal.pone.0334106
PMCID: PMC12574917
PMID: 41166341 [Indexed for MEDLINE]

Conflict of interest statement: The authors have declared that no competing 
interests exist.",0
"1. Cell Rep. 2025 Oct 29;44(11):116487. doi: 10.1016/j.celrep.2025.116487. Online
 ahead of print.

Plakophilin 3 drives acinar cell transformation and promotes cancer initiation 
and progression in pancreas.

Li X(1), Wei F(2), Jiang T(1), Zhang L(1), Sun Q(1), Jiang H(1), Guo F(1), Ren 
H(3), Zheng W(4), Shen X(5), He J(1), Xie K(6).

Author information:
(1)Center for Pancreatic Cancer Research, The South China University of 
Technology School of Medicine, Guangzhou, Guangdong 510006, China; Departments 
of Pathology and Immunology, The South China University of Technology School of 
Medicine, Guangzhou, Guangdong 510006, China.
(2)Center for Pancreatic Cancer Research, The South China University of 
Technology School of Medicine, Guangzhou, Guangdong 510006, China.
(3)Center of Tumor Immunology and Cytotherapy, Medical Research Center, The 
Affiliated Hospital of Qingdao University, Qingdao, Shandong, China.
(4)Department of General Surgery, The First Affiliated Hospital of Wenzhou 
Medical University, Wenzhou, China.
(5)Department of General Surgery, The First Affiliated Hospital of Wenzhou 
Medical University, Wenzhou, China; Zhejiang Key Laboratory of Intelligent 
Cancer Biomarker Discovery and Translation, The First Affiliated Hospital of 
Wenzhou Medical University, Wenzhou, Zhejiang, China.
(6)Center for Pancreatic Cancer Research, The South China University of 
Technology School of Medicine, Guangzhou, Guangdong 510006, China; Departments 
of Pathology and Immunology, The South China University of Technology School of 
Medicine, Guangzhou, Guangdong 510006, China. Electronic address: 
mcxiekeping@scut.edu.cn.

We discovered that Plakophilin 3 (PKP3) was expressed only at the apical 
membrane of duct cells in the pancreas, and its expression was induced in 
acinar-to-ductal metaplasia (ADM), pancreatic intraepithelial neoplasia (PanIN), 
and pancreatic ductal adenocarcinoma (PDAC) cells. PKP3 was predominantly 
localized on the cell membrane in ADM and both in the membrane and cytoplasm in 
PanIN, while PDAC cells expressed PKP3 in the nucleus rather than in the 
cytoplasm or membrane. PKP3 expression transformed acinar cells into duct-like 
cells and promoted the malignant behavior of PDAC cells. Mechanistically, PKP3 
upregulated FOXM1 expression by inhibiting FOXM1 ubiquitylation. Genetic 
ablation of PKP3 blocked ADM formation, PanIN and PDAC. Increased PKP3 
expression predicted poor survival of patients with PDAC disease. Thus, PKP3 is 
transformed from a desmosomal protein into an oncogenic molecule that promotes 
PDAC development through FOXM1 stabilization. This PKP3-FOXM1 signaling axis is 
a potential target for intervention in early-stage PDAC.

Copyright © 2025 The Author(s). Published by Elsevier Inc. All rights reserved.

DOI: 10.1016/j.celrep.2025.116487
PMID: 41166312

Conflict of interest statement: Declaration of interests The authors declare no 
competing interests.",0
