id,authors,year_of_publication,title,abbreviation,journal_name,journal_volume,journal_issue,pages,created_at,updated_at      ,pmid,abstract
624,"Tabernero M., Serrano J., Saura-Calixto F.",2006,The antioxidant capacity of cocoa products: contribution to the Spanish diet,TABERNERO 2006,International Journal of Food Science and Technology,41,S1,28-32,2015-04-13 21:45:27 UTC,2015-04-13 21:45:27 UTC      ,,"Chocolate and soluble cocoa powders are dietary sources of antioxidants. The literature reports antioxidant capacity (AC) derived from aqueous-organic extracts of cocoa polyphenols; however, the residue of these extracts contains appreciable amounts of nonextractable polyphenols (condensed tannins or proanthocyanidins), which may become bioactive antioxidants after colonic fermentation. The objective of this work was to determine the total AC of cocoa products including both extractable and nonextractable polyphenols. Three methods were used: ferric reducing/antioxidant power, 2,2,-diphenyl-1- picrylhydrazyl and 2,2′-azinobis (3-ethylbenzothiazoline-6-sulfonic acid) cations' free-radical scavenging capacity. With this last method, AC ranged from 42 to 79 and from 22 to 60 μmol Trolox per gram of sample for extractable and nonextractable polyphenols, respectively. Addition of milk reduces the AC of cocoa products by about 30%. On the other hand, it was estimated that cocoa products account for about 10% of the total AC of the Spanish diet. © 2006 Institute of Food Science and Technology Trust Fund."
561,"Takeoka G.R., Dao L.T., Full G.H., Wong R.Y., Harden L.A., Edwards R.H., de Berrios J.J.",1997,Characterization of black bean (Phaseolus vulgaris L.) anthocyanins,TAKEOKA 1997,Journal of Agricultural and Food Chemistry,45,9,3395-3400,2015-04-13 21:45:26 UTC,2015-04-14 13:50:38 UTC      ,,"Three anthocyanins were isolated from the acidified methanol extracts of UI 911 black beans (Phaseolus vulgaris L.) using solid phase extraction and preparative high-performance liquid chromatography. The anthocyanins were characterized using Chromatographic and spectroscopic methods as delphinidin 3-glucoside (56%), petunidin 3-glucoside (26%), and malvidin 3-glucoside (18%). The monomeric anthocyanin content was 213 ± 2 mg/100 g of black beans (moisture content was 10.04 ± 0.02%)."
1089,"Talavera S., Felgines C., Texier O., Besson C., Gil-Izquierdo A., Lamaison J.L., Remesy C.",2005,"Anthocyanin metabolism in rats and their distribution to digestive area, kidney, and brain",TALAVERA 2005,J Agric Food Chem,53,10,3902-8,2015-04-13 21:45:30 UTC,2015-04-14 13:50:39 UTC      ,15884815.0,"1. J Agric Food Chem. 2005 May 18;53(10):3902-8. doi: 10.1021/jf050145v.

Anthocyanin metabolism in rats and their distribution to digestive area, kidney, 
and brain.

Talavéra S(1), Felgines C, Texier O, Besson C, Gil-Izquierdo A, Lamaison JL, 
Rémésy C.

Author information:
(1)Laboratoire de Pharmacognosie, Faculté de Pharmacie, Université d'Auvergne, 
28 place Henri Dunant, 63001 Clermont-Ferrand, France. 
Severine.Talavera@u-clemont1.fr

Anthocyanins are present in human diet due to their wide occurrence in fruits 
and beverages. They possess antioxidant activities and could be involved in 
several health effects. The aim of this study was to investigate anthocyanin 
metabolism and distribution in the digestive area organs (stomach, jejunum and 
liver) and kidney, as well as a target tissue (brain) in rats fed with a 
blackberry (Rubus fruticosus L.) anthocyanin-enriched diet for 15 days. 
Identification and quantification of anthocyanin metabolites was carried out by 
HPLC-ESI-MS-MS and HPLC-DAD, respectively. The stomach exhibited only native 
blackberry anthocyanins (cyanidin 3-O-glucoside and cyanidin 3-O-pentose), while 
in other organs (jejunum, liver, and kidney) native and methylated anthocyanins 
as well as conjugated anthocyanidins (cyanidin and peonidin monoglucuronides) 
were identified. Proportions of anthocyanin derivatives differed according to 
the organ considered, with the liver presenting the highest proportion of 
methylated forms. Jejunum and plasma also contained aglycone forms. In the 
brain, total anthocyanin content (blackberry anthocyanins and peonidin 
3-O-glucoside) reached 0.25 +/- 0.05 nmol/g of tissue (n = 6). The urinary 
excretion of total anthocyanins was low (0.19 +/- 0.02% of the ingested amount). 
Thus, organs of the digestive area indicated a metabolic pathway of anthocyanins 
with enzymatic conversions (methylation and/or glucurono-conjugation). Moreover, 
following consumption of an anthocyanin-rich diet, anthocyanins enter the brain.

DOI: 10.1021/jf050145v
PMID: 15884815 [Indexed for MEDLINE]"
472,"Talcott S.T., Howard L.R.",1999,Chemical and sensory quality of processed carrot puree as influenced by stress-induced phenolic compounds,TALCOTT 1999,Journal of Agricultural and Food Chemistry,47,4,1362-1366,2015-04-13 21:45:26 UTC,2015-04-14 13:50:39 UTC      ,10563981.0,"1. J Agric Food Chem. 1999 Apr;47(4):1362-6. doi: 10.1021/jf981135f.

Chemical and sensory quality of processed carrot puree as influenced by 
stress-induced phenolic compounds.

Talcott ST(1), Howard LR.

Author information:
(1)Department of Horticultural Sciences, Texas A&M University, College Station 
77843-2133, USA.

Physicochemical analysis of processed strained product was performed on 10 
carrot genotypes grown in Texas (TX) and Georgia (GA). Carrots from GA 
experienced hail damage during growth, resulting in damage to their tops. 
Measurements included pH, moisture, soluble phenolics, total carotenoids, 
sugars, organic acids, and isocoumarin (6-MM). Sensory analysis was conducted 
using a trained panel to evaluate relationships between chemical and sensory 
attributes of the genotypes and in carrots spiked with increasing levels of 
6-MM. Preharvest stress conditions in GA carrots seemed to elicit a phytoalexic 
response, producing compounds that impacted the perception of bitter and sour 
flavors. Spiking 6-MM into strained carrots demonstrated the role bitter 
compounds have in lowering sweetness scores while increasing the perception of 
sour flavor. Screening fresh carrots for the phytoalexin 6-MM has the potential 
to significantly improve the sensory quality of processed products.

DOI: 10.1021/jf981135f
PMID: 10563981 [Indexed for MEDLINE]"
649,"Talcott S.T., Passeretti S., Duncan C.E., Gorbet D.W.",2005,Polyphenolic content and sensory properties of normal and high oleic acid peanuts,TALCOTT 2005_01,Food Chemistry,90,3,379-388,2015-04-13 21:45:27 UTC,2015-04-13 21:45:27 UTC      ,,"Peanuts are an important food crop with many health benefits of their consumption realized by consumers worldwide. Limited information is available on non-nutrient phytochemical composition of peanuts and their relative antioxidant values, knowledge that may serve to increase overall marketability of the crop. Shelled peanuts from eight cultivars and four experimental genotypes with either high or normal oleic acid contents were evaluated for phytochemical, antioxidant, and sensory properties (roasted only) before and after dry roasting under constant time and temperature conditions. Peanuts were evaluated for color, total and individual phenolics, and antioxidant capacity while a trained sensory panel evaluated the peanuts for roasted and burnt peanut flavor and aroma, sweetness, and bitterness. Overall, no meaningful differences were observed for phytochemical and antioxidant properties between high and normal oleic acid peanuts, but differences were present among cultivars. However, high oleic acid varieties had higher burnt peanut aroma and burnt peanut flavor compared to normal oleic peanuts but were not necessarily independent from roasted peanut aroma and flavor. Numerous polyphenolics were separated and characterized based on spectral similarities to p-hydroxybenzoic acid, tryptophan, and p-coumaric acid in both free and bound (esterified) forms. Peanuts were found to be a good source of antioxidant polyphenolics, such as p-coumaric acid, that may be contributing factors to potential health benefits of their consumption. © 2004 Elsevier Ltd. All rights reserved."
650,"Talcott S.T., Duncan C.E., del Pozo-Insfran D., Gorbet D.W.",2005,"Polyphenolic and antioxidant changes during storage of normal, mid, and high oleic acid peanuts",TALCOTT 2005_02,Food Chemistry,89,1,77-84,2015-04-13 21:45:27 UTC,2015-04-13 21:45:27 UTC      ,,"The quality of dry roasted peanuts is highly dependent on storage conditions for preventing oxidation of fatty acids; however, changes in polyphenolics affecting antioxidant capacity due to co-oxidative reactions are unknown. The objective of this work was to evaluate oxidative stability of polyphenolics in peanut kernels with naturally varying rates of lipid oxidation. Three peanut varieties containing varying levels of oleic acid (normal, mid, and high) were dry roasted and evaluated for phytochemical changes over four months of storage at 20 and 35°C; analyses included peroxide value, total and individual phenolics and antioxidant capacity. The normal oleic acid peanuts suffered up to 2.6-fold and mid-oleic acid peanuts 2-fold more lipid oxidation than the high-oleic acid peanuts stored at 35°C. Changes in total soluble phenolics were initially similar among cultivars, but antioxidant capacity was found to decrease by 62%, on average, during storage at 35°C, independently of rates of lipid oxidation. Free p-coumaric acid, three esterified derivatives of p-coumaric, and two esterified derivatives of hydroxybenzoic acid were the predominant polyphenolics present and their rates of change were similar among cultivars and independent of storage time or temperature. The high-oleic acid content was essential for prevention of lipid oxidation, but data indicated that co-oxidative reactions, affecting polyphenolic content during storage, were not great enough to significantly alter antioxidant capacity. © 2004 Elsevier Ltd. All rights reserved."
848,"Talcott S.T., Moore J.P., Lounds-Singleton A.J., Percival S.S.",2005,Ripening associated phytochemical changes in mangos (Mangifera indica) following thermal quarantine and low-temperature storage,TALCOTT 2005_03,Journal of Food Science,70,5,C337-C341,2015-04-13 21:45:28 UTC,2015-04-13 21:45:28 UTC      ,,"Fresh mangos entering the United States must be subjected to a thermal quarantine treatment to eliminate invasive pests, commonly followed by cold storage to extend shelf-life. Changes in phytochemicals and their resultant antioxidant capacity after such treatments are unknown. These studies evaluated mature, green mangos subjected to a simulated quarantine treatment using hot water immersion at 50°C for 60 min and subsequent storage at 5°C and 20°C against their respective controls. Fruit held at 5°C were transferred to 20°C after 8 d of storage to complete ripening, whereby symptoms of chill injury were observed. Phytochemical, antioxidant capacity, and quality parameters were then assessed every 4 d as the fruit ripened over the next 20 d. Storage temperature during ripening and not the hot water treatment was the major factor contributing to changes in polyphenolic content, with antioxidant capacity unaffected by either postharvest treatments or ripening. Major polyphenolics identified were free gallic acid and 4 gallotannins that collectively increased in concentration by 34% as the fruit ripened, also independent of postharvest and storage treatments. Carotenoid concentrations were highest in hot water-treated fruit stored at 20°C, whereas storage at 5°C initially delayed ripening. Despite appreciable differences in fruit quality during quarantine treatment or low temperature storage, only minor differences in antioxidant phytochemicals were observed. © 2005 Institute of Food Technologists."
99,"Tanchev S.S., Timberlake C.F.",1980,Gas chromatographic identification of phenolic acids found in sweet cherry and sour cherry juice,TANCHEV 1980,Die Nahrung,24,3,251-253,2003-12-05 10:41:49 UTC,2015-04-13 21:45:23 UTC      ,,"In juice of 5 varieties of sour cherries and one variety of sweet cherries the following compounds have been identified: salicylic, cinnamic, gentisic, quinic, p‐coumaric, gallic, and isoferulic acids. Using the method of the internal standard the quantities of these acids were calculated. Except for 2 varieties in all the rest, salicylic acid is contained in the largest quantity. Cinnamic and quinic acids are found in very small quantities. Copyright © 1980 WILEY‐VCH Verlag GmbH & Co. KGaA, Weinheim"
329,"Tanrioven D., Eksi A.",2005,Phenolic compounds in pear juice from different cultivars,TANRIOVEN 2005,Food Chemistry,93,1,89-93,2005-12-10 16:04:32 UTC,2015-04-14 13:50:41 UTC      ,,"The phenolic contents of pear juice samples obtained from seven different varieties were analyzed by HPLC. The results indicated that chlorogenic acid ranged from 73.1 to 249 mg/l, epicatechin from 11.9 to 81.3 mg/l, caffeic acid from 2.4 to 11.4 mg/l and p-coumaric acid from 0.0 and 3.0 mg/l. © 2004 Elsevier Ltd. All rights reserved."
211,"Taruscio T.G., Barney D.L., Exon J.",2004,Content and profile of flavanoid and phenolic acid compounds in conjunction with the antioxidant capacity for a variety of northwest Vaccinium berries,TARUSCIO 2004,Journal of Agricultural and Food Chemistry,52,10,3169-3176,2015-04-13 21:45:24 UTC,2015-04-14 13:50:41 UTC      ,15137871.0,"1. J Agric Food Chem. 2004 May 19;52(10):3169-76. doi: 10.1021/jf0307595.

Content and profile of flavanoid and phenolic acid compounds in conjunction with 
the antioxidant capacity for a variety of northwest Vaccinium berries.

Taruscio TG(1), Barney DL, Exon J.

Author information:
(1)Department of Food Science and Toxicology, Analytical Sciences Laboratory, 
University of Idaho, Moscow, Idaho 83844-2201, USA. ttaruscio@asl.fs.uidaho.edu

This investigation evaluated the content and profile of flavanoid and phenolic 
acid compounds present in nine Vaccinium species that included domestic 
blueberry cultivars and sample collections from undomesticated colonies. The 
study was focused in two areas of inquiry. The first involved extracting and 
analyzing the berries for total phenolics (TPH), total anthocyanins (ACY), and 
the antioxidant capacity. Vaccinium species differ in their polyphenolic 
content, and these high TPH and ACY levels are correlated to their antioxidant 
capacity. Second, berry extracts were analyzed by high-performance liquid 
chromatography equipped with photodiode array and mass spectrometric detectors 
to determine the content and profile of selected bioactive compounds. The 
flavanoid analytes of interest included the anthocyanidins, flavan-3-ols, and 
flavonol aglycons, as well as specific phenolic acid components. This 
semicomprehensive analysis begins to characterize the phytochemical profiles and 
illustrates the differences in the content of polyphenolic compounds present 
within these Vaccinium species.

DOI: 10.1021/jf0307595
PMID: 15137871 [Indexed for MEDLINE]"
757,"Tayyem R.F., Heath D.D., Al-Delaimy W.K., Rock C.L.",2006,Curcumin content of turmeric and curry powders,TAYYEM 2006,Nutrition and Cancer,55,2,126-131,2015-04-13 21:45:27 UTC,2015-04-14 13:50:41 UTC      ,17044766.0,"1. Nutr Cancer. 2006;55(2):126-31. doi: 10.1207/s15327914nc5502_2.

Curcumin content of turmeric and curry powders.

Tayyem RF(1), Heath DD, Al-Delaimy WK, Rock CL.

Author information:
(1)Clinical Nutrition and Dietetics Department, Allied Health Sciences Faculty, 
The Hashemite University, Jordan.

Curcumin, derived from the rhizome curcuma longa, is one of the primary 
ingredients in turmeric and curry powders that are used as spices in Middle 
Eastern and Asian countries, especially on the Indian subcontinent. More 
recently, laboratory studies have demonstrated that dietary curcumin exhibits 
various biological activities and significantly inhibits colon tumorigenesis and 
tumor size in animals. Curcumin displays both anti-inflammatory and antioxidant 
properties, giving it the potential to be considered in the development of 
cancer preventive strategies and applications in clinical research. Experimental 
studies have shown the biological activities of the compound, but much more 
information on pharmacokinetics, bioavailability, and food content are needed. 
Whether the amount of curcumin in turmeric and curry powders is sufficient to 
suggest effects on biological activities and cancer risk is unknown. To 
determine and compare the quantitative amounts of curcumin that are present in 
several brands of turmeric and curry powders, a high performance liquid 
chromatography technique was used to analyze 28 spice products described as 
turmeric or curry powders and two negative controls. Pure turmeric powder had 
the highest curcumin concentration, averaging 3.14% by weight. The curry powder 
samples, with one exception, had relatively small amounts of curcumin present, 
and the variability in content was great. The curcumin content of these 
seasoning products that are consumed as a component of the diet should be 
considered in evaluating baseline tissue concentration and response to curcumin 
supplementation, which is under study in chemoprevention trials.

DOI: 10.1207/s15327914nc5502_2
PMID: 17044766 [Indexed for MEDLINE]"
577,"Tchiegang C., Fewou P.M., Noutchougoue V.K.",1999,[Study comparing some chemical constituents of two types of pepper (Capsicum annum L.) during storage in acid pickle.],TCHIEGANG 1999,Journal of Food Engineering,42,2,117-123,2007-05-04 10:50:44 UTC,2015-04-13 21:45:26 UTC      ,,
278,"Teissedre P.L., Landrault N.",2000,Wine phenolics: contribution to dietary intake and bioavailability,TEISSEDRE 2000,Food Research International,33,6,461-467,2005-05-08 11:39:23 UTC,2015-04-13 21:45:24 UTC      ,,"Current research suggests that wine contains substances that may reduce the mortality rate from coronary heart diseases. The oxidation of low-density lipoproteins (LDL) is thought to be a key step in the development of atherosclerosis. In previous research, catechin oligomers, procyanidin dimers and trimers were extracted, isolated and purified from grapes seeds and tested for their inhibition on LDL oxidation, along and with other monomeric wine phenolics. We quantify the level of phenolics, major catechins [(+)-catechin, (-)-epicatechin, procyanidin dimers B1, B2, B3, B4], phenolics acids, caftaric acid and malvidine-3-glucoside by HPLC with UV detection for 60 French varietal commercial wines taken from the South of France in order to appreciate the daily dietary intake of these compounds for French population. Based on a still significant French red wine consumption of 180 ml/day, the current daily intake of phenolics can be estimated at 400.2 mg/day/resident and catechins (monomers, dimers B1, B2, B3, B4) at 83.2 mg/day/resident, including 40% of monomers for the French population. Red wine, and particularly Egiodola, and Cabernet-Sauvignon varieties, contributes to a very significant proportion of phenolics dietary intake and, in particular catechins. These results provide a basis for epidemiological evaluation of phenolics and catechins intake by wine consumption in the French population. Few data exist on absorption and metabolism of phenolics from wine. Further studies are necessary to determine the behaviour of this class of compounds in vivo after wine absorption. (C) 2000 Elsevier Science Ltd."
460,"Terahara N., Saigusa N., Ohba R., Ueda S.",1994,Composition of anthocyanin pigments in aromatic red rice and its wine,TERAHARA 1994,Journal of the Japanese Society for Food Science and Technology,41,7,519-522,2015-04-13 21:45:25 UTC,2015-04-13 21:45:25 UTC      ,,
898,"Thompson L.U., Boucher B.A., Liu Z., Cotterchio M., Kreiger N.",2006,"Phytoestrogen content of foods consumed in Canada, including isoflavones, lignans, and coumestan",THOMPSON 2006,Nutrition and Cancer,54,2,184-201,2015-04-13 21:45:28 UTC,2015-04-14 13:50:43 UTC      ,16898863.0,"1. Nutr Cancer. 2006;54(2):184-201. doi: 10.1207/s15327914nc5402_5.

Phytoestrogen content of foods consumed in Canada, including isoflavones, 
lignans, and coumestan.

Thompson LU(1), Boucher BA, Liu Z, Cotterchio M, Kreiger N.

Author information:
(1)Department of Nutritional Sciences, University of Toronto, Toronto, ON, 
Canada. lilian.thompson@utoronto.ca

Phytoestrogens may play a role in hormone-related diseases such as cancer, but 
epidemiological and clinical data are conflicting in part due to inadequate 
databases used in intake estimation. A database of nine phytoestrogens in foods 
relevant to Western diets was developed to more accurately estimate intakes. 
Foods (N = 121) available in Ontario, Canada were prepared as commonly consumed 
and analyzed for isoflavones (genistein, daidzein, glycitein, formononetin), 
lignans (secoisolariciresinol, matairesinol, pinoresinol, lariciresinol), and 
coumestan (coumestrol) using gas chromatography-mass spectrometry methods. Data 
were presented on an as is (wet) basis per 100 g and per serving. Food groups 
with decreasing levels of total phytoestrogens per 100 g are nuts and oilseeds, 
soy products, cereals and breads, legumes, meat products, and other processed 
foods that may contain soy, vegetables, fruits, alcoholic, and nonalcoholic 
beverages. Soy products contain the highest amounts of isoflavone, followed by 
legumes, meat products and other processed foods, cereals and breads, nuts and 
oilseeds, vegetables, alcoholic beverages, fruits, and nonalcoholic beverages. 
Decreasing amounts of lignans are found in nuts and oilseeds, cereals and 
breads, legumes, fruits, vegetables, soy products, processed foods, alcoholic, 
and nonalcoholic beverages. The richest sources of specific phytoestrogens, 
including coumestrol, were identified. The database will improve phytoestrogen 
intake estimation in future epidemiological and clinical studies particularly in 
Western populations.

DOI: 10.1207/s15327914nc5402_5
PMID: 16898863 [Indexed for MEDLINE]"
378,"Thybo A.K., Molgaard J.P., Kidmose U.",2002,Effect of different organic growing conditions on quality of cooked potatoes,THYBO 2002,Journal of the Science of Food and Agriculture,82,1,Dec-18,2015-04-13 21:45:25 UTC,2015-04-13 21:45:25 UTC      ,,"In 1997 and 1998 the effect of six different organic treatments on the chemical, rheological and sensory quality of cooked potatoes was investigated. Cattle slurry and cattle deep litter were each applied to sandy soil in three ways. The type of manure applied gave the most distinct effect on sensory quality. Manuring with slurry decreased dry matter, starch and phytic acid and increased N and rheological properties (modulus of deformability, stress, strain) significantly compared with deep litter manuring. Maturity of tubers was assumed to be the main cause of these differences. Regarding the sensory quality of potatoes, minor differences were found among the organic treatments investigated. Potatoes manured with slurry were slightly moister and seemed to have higher discolouration and off-odour and lower yellowness than potatoes manured with deep litter. Mealiness was highest when composted deep litter was ploughed in and lowest when deep litter and straw were ploughed in. The observed differences in sensory quality are presumably an effect of availability of N in the manure. Chlorogenic acid was the only phenolic acid that was affected by the organic treatments. The variation in phenolic acid and scopoletin contents did not seem to influence the off-taste of potatoes. As the sensory quality of potatoes produced by different organic treatments had not been addressed previously, this study revealed interesting results. © 2001 Society of Chemical Industry."
1088,"Tian Q., Giusti M.M., Stoner G.D., Schwartz S.J.",2006,Urinary excretion of black raspberry (Rubus occidentalis) anthocyanins and their metabolites,TIAN 2006,J Agric Food Chem,54,4,1467-72,2015-04-13 21:45:29 UTC,2015-04-14 13:50:43 UTC      ,16478275.0,"1. J Agric Food Chem. 2006 Feb 22;54(4):1467-72. doi: 10.1021/jf052367z.

Urinary excretion of black raspberry (Rubus occidentalis) anthocyanins and their 
metabolites.

Tian Q(1), Giusti MM, Stoner GD, Schwartz SJ.

Author information:
(1)Department of Food Science and Technology, The Ohio State University, 2015 
Fyffe Road, Columbus, Ohio 43210, USA.

Anthocyanins are the most abundant phenolic compounds, widely distributed in 
fruits and vegetables, and exhibit potent antioxidant capacity. Humans ingest a 
significant amount of anthocyanins in the daily diet. The objective of the 
current study was to examine human absorption and metabolism of black raspberry 
anthocyanins when administered at high doses (2.69 +/- 0.085 g/day). Ten healthy 
men consumed 45 g of freeze-dried black raspberries daily for 1 week. Urine 
samples were collected over a 12 h period in 4 h intervals at day 1 and day 7. 
Urinary anthocyanins were analyzed by high-performance liquid chromatography 
coupled to a photodiode array detector and a tandem mass spectrometer using 
precursor ion and product ion analyses. Anthocyanins were excreted in intact 
forms and metabolized into methylated derivatives in human urine. The urinary 
excretion of anthocyanins reached a maximum concentration (1091.8 +/- 1081.3 
pmol/L, n = 10) during the 4-8 h period after black raspberry ingestion. As 
compared to the anthocyanin distribution in black raspberries, urinary cyanidin 
3-xylosylrutinoside was detected at a higher concentration than that of 
cyanidin-3-rutinoside.

DOI: 10.1021/jf052367z
PMID: 16478275 [Indexed for MEDLINE]"
495,"Ting S., Chi-Tang H.",2005,Antioxidant activities of buckwheat extracts,TING 2005,Food Chemistry,90,,743-749,2015-04-13 21:45:26 UTC,2015-04-14 13:50:44 UTC      ,35661363.0,"1. J Food Sci. 2022 Jul;87(7):2831-2846. doi: 10.1111/1750-3841.16175. Epub 2022 
Jun 5.

Phenolics in buckwheat hull extracts and their antioxidant activities on bulk 
oil and emulsions.

Lee H(1), Lim T(2), Kim J(1)(3), Kim RH(1)(3), Hwang KT(1)(3).

Author information:
(1)Department of Food and Nutrition, and Research Institute of Human Ecology, 
Seoul National University, Seoul, Republic of Korea.
(2)Department of Biomedical Engineering, Tufts University, Medford, 
Massachusetts, USA.
(3)BK21 FOUR Education and Research Team for Sustainable Food & Nutrition, Seoul 
National University, Seoul, Republic of Korea.

Buckwheat hulls are discarded as waste, although they have more phenolic 
compounds than buckwheat groats. The antioxidant activities of buckwheat hull 
extracts prepared with water, 50% ethanol, and 100% ethanol were investigated in 
bulk oil, oil-in-water (O/W), and water-in-oil (W/O) emulsions. The relationship 
between the phenolic compositions of the extracts and their antioxidant 
activities in the three different lipid systems was also evaluated. Fifty 
percent ethanol extract had the highest total phenolic content (327 mg gallic 
acid equivalent [GAE]/g extract) followed by water and 100% ethanol extracts 
(211 and 163 mg GAE/g extract, respectively). The total oxidation rate (k) was 
not significantly different among the bulk oils added with the buckwheat hull 
extracts. However, in the O/W emulsion, the k was more reduced by the 50% and 
100% ethanol extracts than by the water extract at the concentration of 100 µg 
GAE/g (2.9, 2.8, and 3.7 Totox/day, respectively). The k of the W/O emulsion was 
more reduced by the 100% ethanol extract than by the water and 50% ethanol 
extract at the concentration of 100 µg GAE/g (3.8, 4.7, and 4.5 Totox/day, 
respectively). Multivariate statistical analysis revealed that the contents of 
phenolic acids and their derivatives were the highest in the water extract among 
the extracts, while the contents of flavonoid glycosides and methylated 
polyphenols were the highest in the 50% and 100% ethanol extracts, respectively. 
The results suggest that flavonoid glycosides and methylated polyphenols could 
be potential candidates for retarding the oxidation of the emulsion system. 
PRACTICAL APPLICATION: Buckwheat hull extracts could retard lipid oxidation. 
Flavonoid glycosides and methylated polyphenols in buckwheat hull extracts may 
have an antioxidative effect on lipids. Thus, buckwheat hulls could be used as 
an antioxidant in lipid systems, as flavonoid glycosides and methylated 
polyphenols are properly extracted from buckwheat hulls.

© 2022 Institute of Food Technologists®.

DOI: 10.1111/1750-3841.16175
PMID: 35661363 [Indexed for MEDLINE]"
569,"Tinkilic N., Uyanik A.",2001,"Spectrophotometric determination of the tannin contents of various Turkish black tea, beer and wine samples",TINKILIC 2001,International Journal of Food Sciences and Nutrition,52,,289-294,2015-04-13 21:45:26 UTC,2015-04-14 13:50:44 UTC      ,11400478.0,"1. Int J Food Sci Nutr. 2001 May;52(3):289-94. doi: 10.1080/09637480120044147.

Spectrophotometric determination of the tannin contents of various Turkish black 
tea, beer and wine samples.

Tinkiliç N(1), Uyanik A.

Author information:
(1)Ondokuz Mayis University, Science & Arts Faculty, Department of Chemistry, 
55139 Kurupelit, Samsun, Turkey.

This study reports tannin contents of various tea (19), beer (6) and wine (6) 
samples, produced or sold in Turkey under different brand names. Determinations 
were carried out by employing a previously reported UV-vis spectrophotometric 
method. The standard addition procedure was also compared to the direct 
determination procedure and found to be more reliable. The tannin contents of 
hot water extracts of tea, tea bag and herbal tea samples ranged between 
6.20-8.33, 8.03-6.59 and 2.76-6.54 percent (w/w) respectively. Tannin contents 
of beer and wine samples determined without extraction were found ranging 
between 66.36-77.26 and 67.18-107.62 micrograms/mL respectively. Iron contents 
of analysed wine samples were also found ranging between 0.36 and 10.33 ppm by 
AAS and no relation is found between tannin and iron contents.

DOI: 10.1080/09637480120044147
PMID: 11400478 [Indexed for MEDLINE]"
315,"Tinttunen S., Lehtonen P.",2001,Distinguishing organic wines from normal wines on the basis of concentrations of phenolic compounds and spectral data,TINTTUNEN 2001,European Food Research and Technology,212,3,390-394,2005-06-10 09:36:31 UTC,2015-04-13 21:45:24 UTC      ,,"This study was undertaken to determine whether it is possible to distinguish organic wines from normal wines on the basis of chemical composition and spectral data. A total of 58 wine samples including organic and normal red and white wines from France and Germany were analysed. The concentrations of several phenolic compounds, including trans-resveratrol, were determined using reversed-phase high-performance liquid chromatography with both diode array and coulometric electrode array detection. In addition, total phenols, total acids, pH and SO2 were determined. The ultraviolet-visible (UV-vis) spectra of wines were measured, and the absorbances at four different wavelengths were determined. The data were processed statistically using principal component analysis (PCA). Despite several different combinations of variables, separation of white wines was only achieved according to geographical origin. PCA differentiated well between organic Burgundy red wines and normal Burgundy wines. The separation was based on the concentrations of caffeic and gallic acids, total phenol content and the absorbance ratios A254/ A276, A276/A320 and A320/A520. PCA was unable to differentiate organic white wines from corresponding normal wines. The mean trans-resveratrol concentrations of 16 organic red wines and 16 normal red wines were 5.6 mg/l and 2.9 mg/l, respectively. The highest concentration, 14,5 mg/l, was found in an organic red wine from the Loire district in France. © Springer-Verlag 2001."
634,"Tokusoglu O., Unal M.K.",2002,"Optimized method for simultaneous determination of catechin, gallic acid, and methylxanthine compounds in chocolate using RP-HPLC",TOKUSOGLU 2002,European Food Research and Technology,215,,340-346,2007-09-08 14:53:20 UTC,2015-04-13 21:45:27 UTC      ,,"The simultaneous determination of catechins, gallic acid, and three methylxanthine compounds was determined in chocolate extract hy rcvcrscd-phasc HPLC. An isocratic HPLC procedure using HypersilODS column with methanol three distilled water-formic acid (48.75:200.5:0.75, v/v/v) as a mobile phase was used and the HPLC profiles of 11 chocolate products were obtained. (-)-Epicatechin, (-)-epigallocatechin gallate, levels were very high whereas (+)-catechin, (-)-epigallocatechin and (-)-epicatechin gallate were lower values. Gallic acid was predominant compounds with extremely high levels in all chocolate samples. The content of three methylxanthine, theobromine, theophylline and caffeine was quantified with this procedure. Caffein amounts were low in all samples, while theobromine levels were high in milk and dark chocolates. Theophylline was at trace levels in some chocolates and could not be detected in some samples. This method was reliable, reproducible and objective for quantitative identification of flavanols and alkaloid compounds in the chocolate industry. © Springer-Verlag 2002."
657,"Tokusoglu O., Unal M.K., Yemis F.",2005,"Determination of the phytoalexin resveratrol (3,5,4'-trihydroxystilbene) in peanuts and pistachios by high-performance liquid chromatographic diode array (HPLC-DAD) and gas chromatography-mass spectro",TOKUSOGLU 2005,Journal of Agricultural and Food Chemistry,53,12,5003-5009,2007-02-10 15:54:44 UTC,2015-04-13 21:45:27 UTC      ,,
